size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,32.53,0.00,0.00,0,33.05,0.00,0.00,0
16,4,float,sum,-1,32.61,0.00,0.00,0,32.89,0.00,0.00,0
32,8,float,sum,-1,32.21,0.00,0.00,0,32.39,0.00,0.00,0
64,16,float,sum,-1,36.18,0.00,0.00,0,35.71,0.00,0.00,0
128,32,float,sum,-1,36.10,0.00,0.01,0,36.39,0.00,0.01,0
256,64,float,sum,-1,39.30,0.01,0.01,0,36.85,0.01,0.01,0
512,128,float,sum,-1,40.40,0.01,0.02,0,37.70,0.01,0.03,0
1024,256,float,sum,-1,44.08,0.02,0.04,0,42.13,0.02,0.05,0
2048,512,float,sum,-1,46.79,0.04,0.08,0,45.28,0.05,0.08,0
4096,1024,float,sum,-1,77.26,0.05,0.10,0,75.85,0.05,0.10,0
8192,2048,float,sum,-1,78.74,0.10,0.20,0,78.05,0.10,0.20,0
16384,4096,float,sum,-1,80.46,0.20,0.38,0,158.3,0.10,0.19,0
32768,8192,float,sum,-1,87.93,0.37,0.70,0,91.40,0.36,0.67,0
65536,16384,float,sum,-1,131.2,0.50,0.94,0,126.5,0.52,0.97,0
131072,32768,float,sum,-1,161.8,0.81,1.52,0,167.9,0.78,1.46,0
262144,65536,float,sum,-1,560.5,0.47,0.88,0,551.8,0.48,0.89,0
524288,131072,float,sum,-1,969.0,0.54,1.01,0,969.6,0.54,1.01,0
1048576,262144,float,sum,-1,1729.3,0.61,1.14,0,1764.6,0.59,1.11,0
2097152,524288,float,sum,-1,588.0,3.57,6.69,0,618.3,3.39,6.36,0
4194304,1048576,float,sum,-1,854.8,4.91,9.20,0,887.7,4.72,8.86,0
8388608,2097152,float,sum,-1,1260.3,6.66,12.48,0,1298.0,6.46,12.12,0
16777216,4194304,float,sum,-1,11679,1.44,2.69,0,12444,1.35,2.53,0
33554432,8388608,float,sum,-1,16410,2.04,3.83,0,15136,2.22,4.16,0
67108864,16777216,float,sum,-1,16273,4.12,7.73,0,16184,4.15,7.78,0
134217728,33554432,float,sum,-1,17576,7.64,14.32,0,17564,7.64,14.33,0
268435456,67108864,float,sum,-1,21161,12.69,23.78,0,22434,11.97,22.44,0
536870912,134217728,float,sum,-1,26352,20.37,38.20,0,27098,19.81,37.15,0
1073741824,268435456,float,sum,-1,58970,18.21,34.14,0,60498,17.75,33.28,0
2147483648,536870912,float,sum,-1,102046,21.04,39.46,0,103515,20.75,38.90,0
4294967296,1073741824,float,sum,-1,137009,31.35,58.78,0,108611,39.54,74.15,0
8,2,float,sum,-1,33.70,0.00,0.00,0,32.40,0.00,0.00,0
16,4,float,sum,-1,32.62,0.00,0.00,0,32.62,0.00,0.00,0
32,8,float,sum,-1,32.80,0.00,0.00,0,32.79,0.00,0.00,0
64,16,float,sum,-1,36.05,0.00,0.00,0,35.86,0.00,0.00,0
128,32,float,sum,-1,36.38,0.00,0.01,0,35.27,0.00,0.01,0
256,64,float,sum,-1,36.71,0.01,0.01,0,36.18,0.01,0.01,0
512,128,float,sum,-1,38.33,0.01,0.03,0,37.16,0.01,0.03,0
1024,256,float,sum,-1,41.89,0.02,0.05,0,41.07,0.02,0.05,0
2048,512,float,sum,-1,43.93,0.05,0.09,0,43.95,0.05,0.09,0
4096,1024,float,sum,-1,75.46,0.05,0.10,0,74.77,0.05,0.10,0
8192,2048,float,sum,-1,76.31,0.11,0.20,0,75.11,0.11,0.20,0
16384,4096,float,sum,-1,77.26,0.21,0.40,0,76.68,0.21,0.40,0
32768,8192,float,sum,-1,80.62,0.41,0.76,0,80.21,0.41,0.77,0
65536,16384,float,sum,-1,86.56,0.76,1.42,0,85.97,0.76,1.43,0
131072,32768,float,sum,-1,158.8,0.83,1.55,0,157.7,0.83,1.56,0
262144,65536,float,sum,-1,171.0,1.53,2.87,0,170.3,1.54,2.89,0
524288,131072,float,sum,-1,260.9,2.01,3.77,0,251.7,2.08,3.91,0
1048576,262144,float,sum,-1,571.1,1.84,3.44,0,581.5,1.80,3.38,0
2097152,524288,float,sum,-1,252.3,8.31,15.58,0,257.9,8.13,15.25,0
4194304,1048576,float,sum,-1,384.1,10.92,20.48,0,390.2,10.75,20.15,0
8388608,2097152,float,sum,-1,640.5,13.10,24.56,0,655.9,12.79,23.98,0
16777216,4194304,float,sum,-1,1379.1,12.17,22.81,0,1359.5,12.34,23.14,0
33554432,8388608,float,sum,-1,1408.4,23.83,44.67,0,1408.1,23.83,44.68,0
67108864,16777216,float,sum,-1,1598.0,41.99,78.74,0,1595.8,42.05,78.85,0
134217728,33554432,float,sum,-1,3151.5,42.59,79.85,0,3169.1,42.35,79.41,0
268435456,67108864,float,sum,-1,6343.0,42.32,79.35,0,6330.2,42.41,79.51,0
536870912,134217728,float,sum,-1,13383,40.12,75.22,0,13389,40.10,75.18,0
1073741824,268435456,float,sum,-1,26737,40.16,75.30,0,26991,39.78,74.59,0
2147483648,536870912,float,sum,-1,54303,39.55,74.15,0,54137,39.67,74.38,0
4294967296,1073741824,float,sum,-1,108467,39.60,74.24,0,108617,39.54,74.14,0
8,2,float,sum,-1,33.84,0.00,0.00,0,32.83,0.00,0.00,0
16,4,float,sum,-1,32.75,0.00,0.00,0,32.68,0.00,0.00,0
32,8,float,sum,-1,32.61,0.00,0.00,0,32.44,0.00,0.00,0
64,16,float,sum,-1,36.16,0.00,0.00,0,36.10,0.00,0.00,0
128,32,float,sum,-1,36.27,0.00,0.01,0,35.61,0.00,0.01,0
256,64,float,sum,-1,36.61,0.01,0.01,0,36.18,0.01,0.01,0
512,128,float,sum,-1,37.81,0.01,0.03,0,37.18,0.01,0.03,0
1024,256,float,sum,-1,42.06,0.02,0.05,0,41.39,0.02,0.05,0
2048,512,float,sum,-1,44.49,0.05,0.09,0,43.97,0.05,0.09,0
4096,1024,float,sum,-1,75.69,0.05,0.10,0,74.36,0.06,0.10,0
8192,2048,float,sum,-1,76.31,0.11,0.20,0,75.87,0.11,0.20,0
16384,4096,float,sum,-1,77.48,0.21,0.40,0,76.61,0.21,0.40,0
32768,8192,float,sum,-1,81.84,0.40,0.75,0,80.90,0.41,0.76,0
65536,16384,float,sum,-1,87.81,0.75,1.40,0,85.51,0.77,1.44,0
131072,32768,float,sum,-1,158.1,0.83,1.55,0,162.0,0.81,1.52,0
262144,65536,float,sum,-1,169.3,1.55,2.90,0,171.5,1.53,2.87,0
524288,131072,float,sum,-1,254.3,2.06,3.87,0,255.6,2.05,3.85,0
1048576,262144,float,sum,-1,466.7,2.25,4.21,0,461.5,2.27,4.26,0
2097152,524288,float,sum,-1,254.0,8.26,15.48,0,245.4,8.54,16.02,0
4194304,1048576,float,sum,-1,384.8,10.90,20.43,0,396.0,10.59,19.86,0
8388608,2097152,float,sum,-1,644.5,13.02,24.41,0,646.1,12.98,24.34,0
16777216,4194304,float,sum,-1,1379.0,12.17,22.81,0,1360.7,12.33,23.12,0
33554432,8388608,float,sum,-1,1411.7,23.77,44.57,0,1407.8,23.83,44.69,0
67108864,16777216,float,sum,-1,1590.6,42.19,79.11,0,1596.1,42.05,78.84,0
134217728,33554432,float,sum,-1,3179.2,42.22,79.16,0,3143.1,42.70,80.07,0
268435456,67108864,float,sum,-1,6327.6,42.42,79.54,0,6329.9,42.41,79.51,0
536870912,134217728,float,sum,-1,13382,40.12,75.22,0,13365,40.17,75.32,0
1073741824,268435456,float,sum,-1,26714,40.19,75.36,0,26710,40.20,75.38,0
2147483648,536870912,float,sum,-1,54262,39.58,74.21,0,54245,39.59,74.23,0
4294967296,1073741824,float,sum,-1,108530,39.57,74.20,0,108515,39.58,74.21,0
8,2,float,sum,-1,33.56,0.00,0.00,0,33.02,0.00,0.00,0
16,4,float,sum,-1,32.56,0.00,0.00,0,33.06,0.00,0.00,0
32,8,float,sum,-1,32.48,0.00,0.00,0,32.27,0.00,0.00,0
64,16,float,sum,-1,36.02,0.00,0.00,0,35.98,0.00,0.00,0
128,32,float,sum,-1,35.91,0.00,0.01,0,35.64,0.00,0.01,0
256,64,float,sum,-1,36.86,0.01,0.01,0,36.05,0.01,0.01,0
512,128,float,sum,-1,37.61,0.01,0.03,0,36.69,0.01,0.03,0
1024,256,float,sum,-1,41.98,0.02,0.05,0,41.76,0.02,0.05,0
2048,512,float,sum,-1,44.03,0.05,0.09,0,44.18,0.05,0.09,0
4096,1024,float,sum,-1,75.15,0.05,0.10,0,74.24,0.06,0.10,0
8192,2048,float,sum,-1,76.54,0.11,0.20,0,75.93,0.11,0.20,0
16384,4096,float,sum,-1,77.89,0.21,0.39,0,76.21,0.21,0.40,0
32768,8192,float,sum,-1,81.34,0.40,0.76,0,80.32,0.41,0.76,0
65536,16384,float,sum,-1,86.74,0.76,1.42,0,85.57,0.77,1.44,0
131072,32768,float,sum,-1,159.7,0.82,1.54,0,156.0,0.84,1.58,0
262144,65536,float,sum,-1,171.2,1.53,2.87,0,169.2,1.55,2.91,0
524288,131072,float,sum,-1,253.7,2.07,3.87,0,255.0,2.06,3.86,0
1048576,262144,float,sum,-1,467.1,2.24,4.21,0,460.5,2.28,4.27,0
2097152,524288,float,sum,-1,242.5,8.65,16.21,0,256.3,8.18,15.34,0
4194304,1048576,float,sum,-1,388.8,10.79,20.23,0,363.5,11.54,21.64,0
8388608,2097152,float,sum,-1,644.2,13.02,24.41,0,641.4,13.08,24.52,0
16777216,4194304,float,sum,-1,1383.3,12.13,22.74,0,1359.5,12.34,23.14,0
33554432,8388608,float,sum,-1,1409.2,23.81,44.64,0,1409.3,23.81,44.64,0
67108864,16777216,float,sum,-1,1594.6,42.09,78.91,0,1593.7,42.11,78.95,0
