size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,50.73,0.00,0.00,0,50.79,0.00,0.00,0
16,4,float,sum,-1,50.62,0.00,0.00,0,49.70,0.00,0.00,0
32,8,float,sum,-1,49.69,0.00,0.00,0,49.58,0.00,0.00,0
64,16,float,sum,-1,55.13,0.00,0.00,0,55.35,0.00,0.00,0
128,32,float,sum,-1,57.11,0.00,0.00,0,55.54,0.00,0.00,0
256,64,float,sum,-1,63.06,0.00,0.01,0,56.30,0.00,0.01,0
512,128,float,sum,-1,60.00,0.01,0.02,0,81.26,0.01,0.01,0
1024,256,float,sum,-1,67.41,0.02,0.03,0,65.56,0.02,0.03,0
2048,512,float,sum,-1,71.38,0.03,0.06,0,71.09,0.03,0.06,0
4096,1024,float,sum,-1,111.1,0.04,0.07,0,110.1,0.04,0.07,0
8192,2048,float,sum,-1,113.9,0.07,0.14,0,111.4,0.07,0.14,0
16384,4096,float,sum,-1,403.2,0.04,0.08,0,112.0,0.15,0.29,0
32768,8192,float,sum,-1,123.1,0.27,0.52,0,121.4,0.27,0.53,0
65536,16384,float,sum,-1,133.8,0.49,0.96,0,133.0,0.49,0.97,0
131072,32768,float,sum,-1,151.9,0.86,1.70,0,156.0,0.84,1.65,0
262144,65536,float,sum,-1,191.0,1.37,2.70,0,201.6,1.30,2.56,0
524288,131072,float,sum,-1,285.8,1.83,3.61,0,262.7,2.00,3.93,0
1048576,262144,float,sum,-1,309.4,3.39,6.67,0,314.9,3.33,6.55,0
2097152,524288,float,sum,-1,411.5,5.10,10.03,0,414.1,5.06,9.97,0
4194304,1048576,float,sum,-1,643.7,6.52,12.83,0,649.6,6.46,12.71,0
8388608,2097152,float,sum,-1,1103.7,7.60,14.96,0,1099.2,7.63,15.02,0
16777216,4194304,float,sum,-1,1791.8,9.36,18.43,0,1842.6,9.10,17.93,0
33554432,8388608,float,sum,-1,2440.7,13.75,27.07,0,2434.1,13.79,27.14,0
67108864,16777216,float,sum,-1,5735.0,11.70,23.04,0,5659.0,11.86,23.35,0
134217728,33554432,float,sum,-1,5814.2,23.08,45.45,0,5809.5,23.10,45.48,0
268435456,67108864,float,sum,-1,6375.6,42.10,82.89,0,6378.6,42.08,82.85,0
536870912,134217728,float,sum,-1,13277,40.44,79.61,0,13373,40.15,79.04,0
1073741824,268435456,float,sum,-1,27367,39.24,77.24,0,27424,39.15,77.08,0
2147483648,536870912,float,sum,-1,58222,36.88,72.62,0,58899,36.46,71.78,0
4294967296,1073741824,float,sum,-1,119729,35.87,70.62,0,119568,35.92,70.72,0
8,2,float,sum,-1,51.99,0.00,0.00,0,49.61,0.00,0.00,0
16,4,float,sum,-1,49.82,0.00,0.00,0,49.34,0.00,0.00,0
32,8,float,sum,-1,49.73,0.00,0.00,0,50.85,0.00,0.00,0
64,16,float,sum,-1,55.51,0.00,0.00,0,55.14,0.00,0.00,0
128,32,float,sum,-1,56.61,0.00,0.00,0,55.56,0.00,0.00,0
256,64,float,sum,-1,57.55,0.00,0.01,0,56.31,0.00,0.01,0
512,128,float,sum,-1,58.83,0.01,0.02,0,58.29,0.01,0.02,0
1024,256,float,sum,-1,66.07,0.02,0.03,0,65.41,0.02,0.03,0
2048,512,float,sum,-1,71.89,0.03,0.06,0,70.63,0.03,0.06,0
4096,1024,float,sum,-1,112.1,0.04,0.07,0,110.5,0.04,0.07,0
8192,2048,float,sum,-1,113.5,0.07,0.14,0,112.0,0.07,0.14,0
16384,4096,float,sum,-1,114.1,0.14,0.28,0,112.1,0.15,0.29,0
32768,8192,float,sum,-1,122.2,0.27,0.53,0,121.1,0.27,0.53,0
65536,16384,float,sum,-1,134.2,0.49,0.96,0,135.4,0.48,0.95,0
131072,32768,float,sum,-1,151.0,0.87,1.71,0,149.3,0.88,1.73,0
262144,65536,float,sum,-1,192.0,1.37,2.69,0,191.4,1.37,2.70,0
524288,131072,float,sum,-1,265.1,1.98,3.89,0,262.4,2.00,3.93,0
1048576,262144,float,sum,-1,309.4,3.39,6.67,0,311.0,3.37,6.64,0
2097152,524288,float,sum,-1,410.6,5.11,10.06,0,415.4,5.05,9.94,0
4194304,1048576,float,sum,-1,645.3,6.50,12.80,0,653.1,6.42,12.64,0
8388608,2097152,float,sum,-1,1083.4,7.74,15.24,0,1103.4,7.60,14.97,0
16777216,4194304,float,sum,-1,1802.4,9.31,18.33,0,1846.8,9.08,17.88,0
33554432,8388608,float,sum,-1,2438.5,13.76,27.09,0,2424.8,13.84,27.24,0
67108864,16777216,float,sum,-1,5727.5,11.72,23.07,0,5659.8,11.86,23.34,0
134217728,33554432,float,sum,-1,5800.0,23.14,45.56,0,5795.8,23.16,45.59,0
268435456,67108864,float,sum,-1,6385.8,42.04,82.76,0,6384.9,42.04,82.77,0
536870912,134217728,float,sum,-1,13265,40.47,79.68,0,13336,40.26,79.25,0
1073741824,268435456,float,sum,-1,27268,39.38,77.52,0,27417,39.16,77.10,0
2147483648,536870912,float,sum,-1,58082,36.97,72.79,0,58506,36.71,72.26,0
4294967296,1073741824,float,sum,-1,119836,35.84,70.56,0,119830,35.84,70.56,0
8,2,float,sum,-1,50.34,0.00,0.00,0,49.87,0.00,0.00,0
16,4,float,sum,-1,50.26,0.00,0.00,0,49.97,0.00,0.00,0
32,8,float,sum,-1,50.60,0.00,0.00,0,49.93,0.00,0.00,0
64,16,float,sum,-1,55.47,0.00,0.00,0,54.80,0.00,0.00,0
128,32,float,sum,-1,56.86,0.00,0.00,0,55.49,0.00,0.00,0
256,64,float,sum,-1,57.48,0.00,0.01,0,57.30,0.00,0.01,0
512,128,float,sum,-1,58.61,0.01,0.02,0,58.58,0.01,0.02,0
1024,256,float,sum,-1,67.34,0.02,0.03,0,65.31,0.02,0.03,0
2048,512,float,sum,-1,71.95,0.03,0.06,0,70.63,0.03,0.06,0
4096,1024,float,sum,-1,111.7,0.04,0.07,0,110.9,0.04,0.07,0
8192,2048,float,sum,-1,113.1,0.07,0.14,0,112.8,0.07,0.14,0
16384,4096,float,sum,-1,114.9,0.14,0.28,0,115.0,0.14,0.28,0
32768,8192,float,sum,-1,124.0,0.26,0.52,0,121.4,0.27,0.53,0
65536,16384,float,sum,-1,135.7,0.48,0.95,0,137.9,0.48,0.94,0
131072,32768,float,sum,-1,151.4,0.87,1.70,0,149.3,0.88,1.73,0
262144,65536,float,sum,-1,191.0,1.37,2.70,0,189.9,1.38,2.72,0
524288,131072,float,sum,-1,265.6,1.97,3.89,0,262.9,1.99,3.93,0
1048576,262144,float,sum,-1,309.3,3.39,6.67,0,311.2,3.37,6.63,0
2097152,524288,float,sum,-1,411.6,5.10,10.03,0,414.0,5.07,9.97,0
4194304,1048576,float,sum,-1,642.6,6.53,12.85,0,649.8,6.45,12.71,0
