size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,37.76,0.00,0.00,0,36.94,0.00,0.00,0
16,4,float,sum,-1,37.07,0.00,0.00,0,37.10,0.00,0.00,0
32,8,float,sum,-1,37.17,0.00,0.00,0,37.32,0.00,0.00,0
64,16,float,sum,-1,41.82,0.00,0.00,0,41.43,0.00,0.00,0
128,32,float,sum,-1,42.56,0.00,0.01,0,42.00,0.00,0.01,0
256,64,float,sum,-1,45.61,0.01,0.01,0,42.54,0.01,0.01,0
512,128,float,sum,-1,47.06,0.01,0.02,0,44.26,0.01,0.02,0
1024,256,float,sum,-1,50.52,0.02,0.04,0,49.66,0.02,0.04,0
2048,512,float,sum,-1,54.95,0.04,0.07,0,53.94,0.04,0.07,0
4096,1024,float,sum,-1,82.65,0.05,0.10,0,81.29,0.05,0.10,0
8192,2048,float,sum,-1,165.8,0.05,0.10,0,83.06,0.10,0.19,0
16384,4096,float,sum,-1,85.25,0.19,0.37,0,84.72,0.19,0.37,0
32768,8192,float,sum,-1,246.5,0.13,0.26,0,87.47,0.37,0.73,0
65536,16384,float,sum,-1,108.8,0.60,1.17,0,103.8,0.63,1.22,0
131072,32768,float,sum,-1,125.3,1.05,2.03,0,124.1,1.06,2.05,0
262144,65536,float,sum,-1,179.3,1.46,2.83,0,176.9,1.48,2.87,0
524288,131072,float,sum,-1,271.2,1.93,3.75,0,278.8,1.88,3.64,0
1048576,262144,float,sum,-1,267.0,3.93,7.61,0,266.7,3.93,7.62,0
2097152,524288,float,sum,-1,409.9,5.12,9.91,0,408.9,5.13,9.94,0
4194304,1048576,float,sum,-1,690.4,6.08,11.77,0,690.4,6.07,11.77,0
8388608,2097152,float,sum,-1,753.7,11.13,21.57,0,756.2,11.09,21.49,0
16777216,4194304,float,sum,-1,951.1,17.64,34.18,0,953.7,17.59,34.08,0
33554432,8388608,float,sum,-1,1053.8,31.84,61.69,0,1050.4,31.95,61.89,0
67108864,16777216,float,sum,-1,1479.9,45.35,87.86,0,1480.7,45.32,87.81,0
134217728,33554432,float,sum,-1,2862.3,46.89,90.85,0,2859.9,46.93,90.93,0
268435456,67108864,float,sum,-1,5701.8,47.08,91.22,0,5705.0,47.05,91.16,0
536870912,134217728,float,sum,-1,11360,47.26,91.57,0,11342,47.34,91.71,0
1073741824,268435456,float,sum,-1,22605,47.50,92.03,0,22603,47.50,92.04,0
2147483648,536870912,float,sum,-1,45808,46.88,90.83,0,45331,47.37,91.79,0
