size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,64.57,0.00,0.00,0,57.26,0.00,0.00,0
16,4,float,sum,-1,57.68,0.00,0.00,0,57.47,0.00,0.00,0
32,8,float,sum,-1,59.32,0.00,0.00,0,58.10,0.00,0.00,0
64,16,float,sum,-1,66.23,0.00,0.00,0,65.73,0.00,0.00,0
128,32,float,sum,-1,67.70,0.00,0.00,0,65.85,0.00,0.00,0
256,64,float,sum,-1,75.81,0.00,0.01,0,66.75,0.00,0.01,0
512,128,float,sum,-1,71.73,0.01,0.01,0,68.55,0.01,0.01,0
1024,256,float,sum,-1,72.72,0.01,0.03,0,72.75,0.01,0.03,0
2048,512,float,sum,-1,77.61,0.03,0.05,0,75.42,0.03,0.05,0
4096,1024,float,sum,-1,163.3,0.03,0.05,0,161.0,0.03,0.05,0
8192,2048,float,sum,-1,163.9,0.05,0.10,0,161.1,0.05,0.10,0
16384,4096,float,sum,-1,190.7,0.09,0.17,0,186.9,0.09,0.17,0
32768,8192,float,sum,-1,273.5,0.12,0.24,0,285.4,0.11,0.23,0
65536,16384,float,sum,-1,368.5,0.18,0.35,0,399.4,0.16,0.33,0
131072,32768,float,sum,-1,425.3,0.31,0.61,0,518.8,0.25,0.50,0
262144,65536,float,sum,-1,564.7,0.46,0.92,0,583.5,0.45,0.90,0
524288,131072,float,sum,-1,666.0,0.79,1.57,0,642.2,0.82,1.63,0
1048576,262144,float,sum,-1,787.1,1.33,2.65,0,737.6,1.42,2.83,0
2097152,524288,float,sum,-1,1138.4,1.84,3.67,0,1236.0,1.70,3.38,0
4194304,1048576,float,sum,-1,1853.7,2.26,4.51,0,1833.6,2.29,4.56,0
8388608,2097152,float,sum,-1,2269.0,3.70,7.37,0,1965.3,4.27,8.50,0
16777216,4194304,float,sum,-1,2523.1,6.65,13.25,0,2644.3,6.34,12.64,0
33554432,8388608,float,sum,-1,3154.4,10.64,21.19,0,3446.6,9.74,19.39,0
67108864,16777216,float,sum,-1,5253.4,12.77,25.45,0,4660.0,14.40,28.69,0
134217728,33554432,float,sum,-1,8128.4,16.51,32.90,0,7854.4,17.09,34.04,0
268435456,67108864,float,sum,-1,13545,19.82,39.48,0,13362,20.09,40.02,0
536870912,134217728,float,sum,-1,28905,18.57,37.00,0,28128,19.09,38.02,0
1073741824,268435456,float,sum,-1,34619,31.02,61.79,0,34604,31.03,61.82,0
2147483648,536870912,float,sum,-1,61273,35.05,69.82,0,60524,35.48,70.69,0
4294967296,1073741824,float,sum,-1,122820,34.97,69.67,0,125825,34.13,68.00,0
8,2,float,sum,-1,59.31,0.00,0.00,0,57.24,0.00,0.00,0
