size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,8.58,0.00,0.00,0,8.08,0.00,0.00,0
16,4,float,sum,-1,8.18,0.00,0.00,0,8.11,0.00,0.00,0
32,8,float,sum,-1,8.55,0.00,0.01,0,8.60,0.00,0.01,0
64,16,float,sum,-1,9.14,0.01,0.01,0,9.04,0.01,0.01,0
128,32,float,sum,-1,9.21,0.01,0.02,0,9.09,0.01,0.02,0
256,64,float,sum,-1,9.61,0.03,0.04,0,9.15,0.03,0.04,0
512,128,float,sum,-1,9.64,0.05,0.08,0,9.17,0.06,0.08,0
1024,256,float,sum,-1,9.63,0.11,0.16,0,9.20,0.11,0.17,0
2048,512,float,sum,-1,9.68,0.21,0.32,0,9.35,0.22,0.33,0
4096,1024,float,sum,-1,9.89,0.41,0.62,0,9.44,0.43,0.65,0
8192,2048,float,sum,-1,10.20,0.80,1.21,0,9.84,0.83,1.25,0
16384,4096,float,sum,-1,10.99,1.49,2.24,0,10.56,1.55,2.33,0
32768,8192,float,sum,-1,11.08,2.96,4.44,0,10.79,3.04,4.56,0
65536,16384,float,sum,-1,11.28,5.81,8.71,0,10.84,6.05,9.07,0
131072,32768,float,sum,-1,11.68,11.23,16.84,0,11.28,11.62,17.42,0
262144,65536,float,sum,-1,11.88,22.07,33.11,0,11.42,22.96,34.44,0
524288,131072,float,sum,-1,14.90,35.19,52.78,0,14.46,36.27,54.40,0
1048576,262144,float,sum,-1,18.85,55.62,83.43,0,18.64,56.26,84.39,0
2097152,524288,float,sum,-1,30.03,69.83,104.75,0,29.94,70.06,105.08,0
4194304,1048576,float,sum,-1,42.71,98.21,147.31,0,42.07,99.70,149.55,0
8388608,2097152,float,sum,-1,61.50,136.39,204.58,0,60.81,137.94,206.90,0
16777216,4194304,float,sum,-1,107.9,155.52,233.29,0,100.7,166.62,249.92,0
33554432,8388608,float,sum,-1,189.9,176.74,265.11,0,177.9,188.66,282.99,0
67108864,16777216,float,sum,-1,352.2,190.54,285.82,0,335.4,200.08,300.12,0
134217728,33554432,float,sum,-1,672.6,199.55,299.32,0,631.9,212.41,318.62,0
268435456,67108864,float,sum,-1,1327.7,202.18,303.27,0,1222.0,219.66,329.49,0
536870912,134217728,float,sum,-1,2660.9,201.76,302.64,0,2401.8,223.53,335.29,0
1073741824,268435456,float,sum,-1,5301.7,202.53,303.79,0,4748.1,226.14,339.21,0
2147483648,536870912,float,sum,-1,10551,203.54,305.31,0,9475.4,226.64,339.96,0
4294967296,1073741824,float,sum,-1,21034,204.19,306.29,0,18918,227.03,340.55,0
8,2,float,sum,-1,8.12,0.00,0.00,0,8.14,0.00,0.00,0
16,4,float,sum,-1,8.14,0.00,0.00,0,8.19,0.00,0.00,0
