size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
131072,32768,float,sum,-1,65.93,1.99,3.48,0,66.06,1.98,3.47,0
262144,65536,float,sum,-1,98.44,2.66,4.66,0,97.74,2.68,4.69,0
524288,131072,float,sum,-1,172.8,3.03,5.31,0,169.5,3.09,5.41,0
1048576,262144,float,sum,-1,257.2,4.08,7.13,0,257.4,4.07,7.13,0
2097152,524288,float,sum,-1,133.9,15.66,27.40,0,134.7,15.57,27.25,0
4194304,1048576,float,sum,-1,218.6,19.19,33.58,0,204.4,20.52,35.92,0
8388608,2097152,float,sum,-1,342.5,24.49,42.86,0,342.5,24.49,42.86,0
16777216,4194304,float,sum,-1,555.6,30.20,52.84,0,556.1,30.17,52.79,0
33554432,8388608,float,sum,-1,874.5,38.37,67.15,0,874.3,38.38,67.16,0
67108864,16777216,float,sum,-1,1425.2,47.09,82.40,0,1440.4,46.59,81.54,0
134217728,33554432,float,sum,-1,2360.8,56.85,99.49,0,2353.2,57.04,99.81,0
268435456,67108864,float,sum,-1,3811.0,70.44,123.27,0,3769.9,71.20,124.61,0
536870912,134217728,float,sum,-1,6706.2,80.06,140.10,0,6689.7,80.25,140.44,0
1073741824,268435456,float,sum,-1,12458,86.19,150.83,0,12453,86.22,150.89,0
2147483648,536870912,float,sum,-1,24138,88.97,155.69,0,24087,89.16,156.02,0
4294967296,1073741824,float,sum,-1,47272,90.86,159.00,0,47244,90.91,159.09,0
8,2,float,sum,-1,16.27,0.00,0.00,0,15.32,0.00,0.00,0
16,4,float,sum,-1,15.18,0.00,0.00,0,15.11,0.00,0.00,0
32,8,float,sum,-1,15.18,0.00,0.00,0,15.49,0.00,0.00,0
64,16,float,sum,-1,17.17,0.00,0.01,0,16.72,0.00,0.01,0
128,32,float,sum,-1,25.54,0.01,0.01,0,25.16,0.01,0.01,0
256,64,float,sum,-1,25.82,0.01,0.02,0,25.48,0.01,0.02,0
512,128,float,sum,-1,26.11,0.02,0.03,0,25.96,0.02,0.03,0
1024,256,float,sum,-1,27.03,0.04,0.07,0,26.58,0.04,0.07,0
2048,512,float,sum,-1,27.89,0.07,0.13,0,27.60,0.07,0.13,0
4096,1024,float,sum,-1,30.35,0.13,0.24,0,29.97,0.14,0.24,0
8192,2048,float,sum,-1,30.99,0.26,0.46,0,30.53,0.27,0.47,0
16384,4096,float,sum,-1,31.87,0.51,0.90,0,30.94,0.53,0.93,0
32768,8192,float,sum,-1,33.75,0.97,1.70,0,33.53,0.98,1.71,0
65536,16384,float,sum,-1,62.29,1.05,1.84,0,61.62,1.06,1.86,0
