size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,39.23,0.00,0.00,0,37.71,0.00,0.00,0
16,4,float,sum,-1,37.26,0.00,0.00,0,75.50,0.00,0.00,0
32,8,float,sum,-1,37.18,0.00,0.00,0,37.46,0.00,0.00,0
64,16,float,sum,-1,42.76,0.00,0.00,0,43.11,0.00,0.00,0
128,32,float,sum,-1,80.86,0.00,0.00,0,79.94,0.00,0.00,0
256,64,float,sum,-1,83.96,0.00,0.01,0,81.16,0.00,0.01,0
512,128,float,sum,-1,82.26,0.01,0.01,0,82.27,0.01,0.01,0
1024,256,float,sum,-1,83.35,0.01,0.02,0,159.5,0.01,0.01,0
2048,512,float,sum,-1,88.58,0.02,0.05,0,87.82,0.02,0.05,0
4096,1024,float,sum,-1,98.77,0.04,0.08,0,97.04,0.04,0.08,0
8192,2048,float,sum,-1,100.1,0.08,0.16,0,98.09,0.08,0.16,0
16384,4096,float,sum,-1,101.2,0.16,0.32,0,99.92,0.16,0.32,0
32768,8192,float,sum,-1,108.8,0.30,0.59,0,107.6,0.30,0.60,0
65536,16384,float,sum,-1,119.3,0.55,1.08,0,115.6,0.57,1.12,0
131072,32768,float,sum,-1,133.3,0.98,1.94,0,131.6,1.00,1.96,0
262144,65536,float,sum,-1,173.9,1.51,2.97,0,173.8,1.51,2.97,0
524288,131072,float,sum,-1,248.6,2.11,4.15,0,246.2,2.13,4.19,0
1048576,262144,float,sum,-1,297.6,3.52,6.94,0,296.4,3.54,6.97,0
2097152,524288,float,sum,-1,399.4,5.25,10.34,0,397.7,5.27,10.38,0
4194304,1048576,float,sum,-1,636.3,6.59,12.98,0,636.1,6.59,12.98,0
8388608,2097152,float,sum,-1,1089.8,7.70,15.15,0,1092.3,7.68,15.12,0
16777216,4194304,float,sum,-1,1813.8,9.25,18.21,0,1824.0,9.20,18.11,0
33554432,8388608,float,sum,-1,2425.2,13.84,27.24,0,2433.8,13.79,27.14,0
67108864,16777216,float,sum,-1,4799.0,13.98,27.53,0,4755.8,14.11,27.78,0
134217728,33554432,float,sum,-1,5021.1,26.73,52.63,0,5018.9,26.74,52.65,0
268435456,67108864,float,sum,-1,7000.5,38.35,75.49,0,6994.8,38.38,75.55,0
536870912,134217728,float,sum,-1,13858,38.74,76.27,0,13841,38.79,76.36,0
1073741824,268435456,float,sum,-1,28460,37.73,74.28,0,28470,37.71,74.25,0
2147483648,536870912,float,sum,-1,59458,36.12,71.11,0,59687,35.98,70.83,0
4294967296,1073741824,float,sum,-1,123848,34.68,68.27,0,122361,35.10,69.10,0
8,2,float,sum,-1,40.66,0.00,0.00,0,39.15,0.00,0.00,0
16,4,float,sum,-1,38.66,0.00,0.00,0,37.76,0.00,0.00,0
32,8,float,sum,-1,38.05,0.00,0.00,0,39.88,0.00,0.00,0
64,16,float,sum,-1,43.11,0.00,0.00,0,42.87,0.00,0.00,0
128,32,float,sum,-1,82.65,0.00,0.00,0,81.31,0.00,0.00,0
256,64,float,sum,-1,83.30,0.00,0.01,0,83.03,0.00,0.01,0
512,128,float,sum,-1,84.52,0.01,0.01,0,83.33,0.01,0.01,0
1024,256,float,sum,-1,85.82,0.01,0.02,0,84.11,0.01,0.02,0
2048,512,float,sum,-1,89.89,0.02,0.04,0,89.11,0.02,0.05,0
4096,1024,float,sum,-1,98.34,0.04,0.08,0,96.92,0.04,0.08,0
8192,2048,float,sum,-1,100.3,0.08,0.16,0,99.10,0.08,0.16,0
16384,4096,float,sum,-1,102.0,0.16,0.32,0,99.35,0.16,0.32,0
32768,8192,float,sum,-1,109.9,0.30,0.59,0,107.1,0.31,0.60,0
65536,16384,float,sum,-1,117.9,0.56,1.09,0,116.1,0.56,1.11,0
131072,32768,float,sum,-1,132.7,0.99,1.94,0,130.8,1.00,1.97,0
262144,65536,float,sum,-1,174.6,1.50,2.96,0,172.3,1.52,2.99,0
524288,131072,float,sum,-1,248.5,2.11,4.15,0,247.5,2.12,4.17,0
1048576,262144,float,sum,-1,297.7,3.52,6.93,0,296.1,3.54,6.97,0
2097152,524288,float,sum,-1,399.3,5.25,10.34,0,399.0,5.26,10.35,0
4194304,1048576,float,sum,-1,634.7,6.61,13.01,0,634.0,6.62,13.02,0
8388608,2097152,float,sum,-1,1097.1,7.65,15.05,0,1096.0,7.65,15.07,0
16777216,4194304,float,sum,-1,1814.5,9.25,18.20,0,1823.5,9.20,18.11,0
33554432,8388608,float,sum,-1,2414.6,13.90,27.36,0,2441.2,13.75,27.06,0
67108864,16777216,float,sum,-1,4804.9,13.97,27.50,0,4757.8,14.11,27.77,0
134217728,33554432,float,sum,-1,5031.6,26.67,52.52,0,5035.9,26.65,52.47,0
268435456,67108864,float,sum,-1,7028.5,38.19,75.19,0,6988.7,38.41,75.62,0
536870912,134217728,float,sum,-1,13883,38.67,76.14,0,13807,38.88,76.55,0
1073741824,268435456,float,sum,-1,28577,37.57,73.97,0,28507,37.67,74.15,0
2147483648,536870912,float,sum,-1,59698,35.97,70.82,0,60050,35.76,70.41,0
4294967296,1073741824,float,sum,-1,122596,35.03,68.97,0,122229,35.14,69.18,0
8,2,float,sum,-1,40.76,0.00,0.00,0,39.24,0.00,0.00,0
16,4,float,sum,-1,38.08,0.00,0.00,0,38.24,0.00,0.00,0
32,8,float,sum,-1,38.37,0.00,0.00,0,38.36,0.00,0.00,0
64,16,float,sum,-1,44.15,0.00,0.00,0,44.26,0.00,0.00,0
128,32,float,sum,-1,83.73,0.00,0.00,0,82.66,0.00,0.00,0
256,64,float,sum,-1,85.15,0.00,0.01,0,83.37,0.00,0.01,0
512,128,float,sum,-1,86.12,0.01,0.01,0,85.07,0.01,0.01,0
1024,256,float,sum,-1,86.61,0.01,0.02,0,86.13,0.01,0.02,0
2048,512,float,sum,-1,92.10,0.02,0.04,0,91.85,0.02,0.04,0
4096,1024,float,sum,-1,100.5,0.04,0.08,0,98.82,0.04,0.08,0
8192,2048,float,sum,-1,102.8,0.08,0.16,0,101.1,0.08,0.16,0
16384,4096,float,sum,-1,103.7,0.16,0.31,0,100.7,0.16,0.32,0
32768,8192,float,sum,-1,110.8,0.30,0.58,0,108.3,0.30,0.60,0
65536,16384,float,sum,-1,120.2,0.55,1.07,0,117.0,0.56,1.10,0
131072,32768,float,sum,-1,133.7,0.98,1.93,0,130.8,1.00,1.97,0
262144,65536,float,sum,-1,175.2,1.50,2.95,0,173.8,1.51,2.97,0
524288,131072,float,sum,-1,250.4,2.09,4.12,0,250.0,2.10,4.13,0
1048576,262144,float,sum,-1,299.3,3.50,6.90,0,297.4,3.53,6.94,0
2097152,524288,float,sum,-1,399.8,5.24,10.33,0,400.0,5.24,10.32,0
4194304,1048576,float,sum,-1,636.5,6.59,12.97,0,635.8,6.60,12.99,0
