size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,30.93,0.00,0.00,0,29.79,0.00,0.00,0
16,4,float,sum,-1,29.78,0.00,0.00,0,30.01,0.00,0.00,0
32,8,float,sum,-1,30.04,0.00,0.00,0,29.69,0.00,0.00,0
64,16,float,sum,-1,33.66,0.00,0.00,0,33.79,0.00,0.00,0
128,32,float,sum,-1,62.06,0.00,0.00,0,61.36,0.00,0.00,0
256,64,float,sum,-1,64.83,0.00,0.01,0,62.23,0.00,0.01,0
512,128,float,sum,-1,66.46,0.01,0.01,0,63.17,0.01,0.02,0
1024,256,float,sum,-1,64.80,0.02,0.03,0,64.57,0.02,0.03,0
2048,512,float,sum,-1,68.15,0.03,0.06,0,67.81,0.03,0.06,0
4096,1024,float,sum,-1,76.45,0.05,0.10,0,74.00,0.06,0.11,0
8192,2048,float,sum,-1,76.90,0.11,0.21,0,75.58,0.11,0.21,0
16384,4096,float,sum,-1,113.4,0.14,0.28,0,112.3,0.15,0.28,0
32768,8192,float,sum,-1,110.6,0.30,0.57,0,128.3,0.26,0.49,0
65536,16384,float,sum,-1,176.8,0.37,0.72,0,177.0,0.37,0.72,0
131072,32768,float,sum,-1,352.5,0.37,0.72,0,355.6,0.37,0.71,0
262144,65536,float,sum,-1,406.4,0.65,1.25,0,409.7,0.64,1.24,0
524288,131072,float,sum,-1,641.4,0.82,1.58,0,659.4,0.80,1.54,0
1048576,262144,float,sum,-1,367.8,2.85,5.52,0,336.4,3.12,6.04,0
2097152,524288,float,sum,-1,516.9,4.06,7.86,0,558.0,3.76,7.28,0
4194304,1048576,float,sum,-1,873.7,4.80,9.30,0,875.4,4.79,9.28,0
8388608,2097152,float,sum,-1,984.1,8.52,16.52,0,994.1,8.44,16.35,0
16777216,4194304,float,sum,-1,1387.9,12.09,23.42,0,1340.2,12.52,24.25,0
33554432,8388608,float,sum,-1,1827.8,18.36,35.57,0,1801.1,18.63,36.10,0
67108864,16777216,float,sum,-1,2588.9,25.92,50.22,0,2614.8,25.66,49.73,0
134217728,33554432,float,sum,-1,4214.6,31.85,61.70,0,4129.0,32.51,62.98,0
268435456,67108864,float,sum,-1,7006.8,38.31,74.23,0,7027.4,38.20,74.01,0
536870912,134217728,float,sum,-1,12709,42.24,81.85,0,12869,41.72,80.83,0
1073741824,268435456,float,sum,-1,25496,42.11,81.60,0,25434,42.22,81.79,0
2147483648,536870912,float,sum,-1,49475,43.41,84.10,0,50107,42.86,83.04,0
4294967296,1073741824,float,sum,-1,98349,43.67,84.61,0,97048,44.26,85.75,0
8,2,float,sum,-1,30.50,0.00,0.00,0,30.26,0.00,0.00,0
16,4,float,sum,-1,29.62,0.00,0.00,0,29.44,0.00,0.00,0
32,8,float,sum,-1,29.62,0.00,0.00,0,29.41,0.00,0.00,0
64,16,float,sum,-1,32.66,0.00,0.00,0,32.59,0.00,0.00,0
128,32,float,sum,-1,60.75,0.00,0.00,0,60.07,0.00,0.00,0
256,64,float,sum,-1,61.68,0.00,0.01,0,61.24,0.00,0.01,0
512,128,float,sum,-1,62.87,0.01,0.02,0,62.19,0.01,0.02,0
1024,256,float,sum,-1,64.61,0.02,0.03,0,64.10,0.02,0.03,0
2048,512,float,sum,-1,67.68,0.03,0.06,0,67.24,0.03,0.06,0
4096,1024,float,sum,-1,74.44,0.06,0.11,0,73.32,0.06,0.11,0
8192,2048,float,sum,-1,76.19,0.11,0.21,0,75.10,0.11,0.21,0
16384,4096,float,sum,-1,98.55,0.17,0.32,0,98.60,0.17,0.32,0
32768,8192,float,sum,-1,103.9,0.32,0.61,0,106.0,0.31,0.60,0
65536,16384,float,sum,-1,137.2,0.48,0.93,0,150.8,0.43,0.84,0
131072,32768,float,sum,-1,351.3,0.37,0.72,0,379.6,0.35,0.67,0
262144,65536,float,sum,-1,431.0,0.61,1.18,0,447.1,0.59,1.14,0
524288,131072,float,sum,-1,641.7,0.82,1.58,0,631.6,0.83,1.61,0
1048576,262144,float,sum,-1,317.1,3.31,6.41,0,330.2,3.18,6.15,0
2097152,524288,float,sum,-1,554.2,3.78,7.33,0,538.8,3.89,7.54,0
4194304,1048576,float,sum,-1,866.4,4.84,9.38,0,863.1,4.86,9.42,0
8388608,2097152,float,sum,-1,1045.0,8.03,15.55,0,1071.8,7.83,15.16,0
16777216,4194304,float,sum,-1,1242.6,13.50,26.16,0,1255.5,13.36,25.89,0
33554432,8388608,float,sum,-1,2160.3,15.53,30.09,0,1811.3,18.53,35.89,0
67108864,16777216,float,sum,-1,2633.3,25.48,49.38,0,2591.2,25.90,50.18,0
134217728,33554432,float,sum,-1,4236.5,31.68,61.38,0,4222.1,31.79,61.59,0
268435456,67108864,float,sum,-1,7166.4,37.46,72.57,0,7210.0,37.23,72.14,0
536870912,134217728,float,sum,-1,12723,42.20,81.76,0,13171,40.76,78.97,0
1073741824,268435456,float,sum,-1,25041,42.88,83.08,0,25085,42.80,82.93,0
2147483648,536870912,float,sum,-1,49883,43.05,83.41,0,49620,43.28,83.85,0
4294967296,1073741824,float,sum,-1,98284,43.70,84.67,0,97614,44.00,85.25,0
8,2,float,sum,-1,30.72,0.00,0.00,0,29.64,0.00,0.00,0
16,4,float,sum,-1,29.69,0.00,0.00,0,29.36,0.00,0.00,0
32,8,float,sum,-1,29.53,0.00,0.00,0,29.60,0.00,0.00,0
64,16,float,sum,-1,32.80,0.00,0.00,0,32.62,0.00,0.00,0
128,32,float,sum,-1,60.51,0.00,0.00,0,60.36,0.00,0.00,0
256,64,float,sum,-1,61.88,0.00,0.01,0,61.35,0.00,0.01,0
512,128,float,sum,-1,62.90,0.01,0.02,0,62.52,0.01,0.02,0
1024,256,float,sum,-1,64.76,0.02,0.03,0,63.91,0.02,0.03,0
2048,512,float,sum,-1,67.74,0.03,0.06,0,72.13,0.03,0.06,0
4096,1024,float,sum,-1,74.31,0.06,0.11,0,73.04,0.06,0.11,0
8192,2048,float,sum,-1,75.85,0.11,0.21,0,74.68,0.11,0.21,0
16384,4096,float,sum,-1,104.4,0.16,0.30,0,101.6,0.16,0.31,0
32768,8192,float,sum,-1,100.5,0.33,0.63,0,95.48,0.34,0.66,0
65536,16384,float,sum,-1,155.3,0.42,0.82,0,147.2,0.45,0.86,0
131072,32768,float,sum,-1,356.9,0.37,0.71,0,338.5,0.39,0.75,0
262144,65536,float,sum,-1,407.2,0.64,1.25,0,420.6,0.62,1.21,0
524288,131072,float,sum,-1,645.8,0.81,1.57,0,647.7,0.81,1.57,0
1048576,262144,float,sum,-1,349.1,3.00,5.82,0,341.4,3.07,5.95,0
2097152,524288,float,sum,-1,571.1,3.67,7.11,0,521.4,4.02,7.79,0
4194304,1048576,float,sum,-1,898.8,4.67,9.04,0,847.2,4.95,9.59,0
8388608,2097152,float,sum,-1,1027.9,8.16,15.81,0,962.5,8.72,16.89,0
16777216,4194304,float,sum,-1,1308.6,12.82,24.84,0,1289.9,13.01,25.20,0
33554432,8388608,float,sum,-1,1748.8,19.19,37.17,0,1723.2,19.47,37.73,0
67108864,16777216,float,sum,-1,2558.6,26.23,50.82,0,2553.0,26.29,50.93,0
134217728,33554432,float,sum,-1,4125.4,32.53,63.04,0,4136.7,32.45,62.86,0
268435456,67108864,float,sum,-1,7039.8,38.13,73.88,0,7096.1,37.83,73.29,0
536870912,134217728,float,sum,-1,12818,41.88,81.15,0,12745,42.12,81.61,0
1073741824,268435456,float,sum,-1,25495,42.12,81.60,0,24884,43.15,83.60,0
2147483648,536870912,float,sum,-1,49997,42.95,83.22,0,49806,43.12,83.54,0
4294967296,1073741824,float,sum,-1,98042,43.81,84.88,0,122659,35.02,67.84,0
8,2,float,sum,-1,31.01,0.00,0.00,0,30.09,0.00,0.00,0
16,4,float,sum,-1,29.54,0.00,0.00,0,29.35,0.00,0.00,0
32,8,float,sum,-1,29.98,0.00,0.00,0,29.53,0.00,0.00,0
64,16,float,sum,-1,32.72,0.00,0.00,0,32.56,0.00,0.00,0
128,32,float,sum,-1,60.85,0.00,0.00,0,60.91,0.00,0.00,0
256,64,float,sum,-1,62.04,0.00,0.01,0,61.29,0.00,0.01,0
512,128,float,sum,-1,62.85,0.01,0.02,0,62.41,0.01,0.02,0
1024,256,float,sum,-1,64.28,0.02,0.03,0,64.17,0.02,0.03,0
2048,512,float,sum,-1,67.73,0.03,0.06,0,67.32,0.03,0.06,0
4096,1024,float,sum,-1,75.03,0.05,0.11,0,73.65,0.06,0.11,0
8192,2048,float,sum,-1,76.05,0.11,0.21,0,74.39,0.11,0.21,0
16384,4096,float,sum,-1,103.6,0.16,0.31,0,104.3,0.16,0.30,0
32768,8192,float,sum,-1,108.8,0.30,0.58,0,115.0,0.28,0.55,0
65536,16384,float,sum,-1,156.8,0.42,0.81,0,162.7,0.40,0.78,0
131072,32768,float,sum,-1,472.6,0.28,0.54,0,466.6,0.28,0.54,0
262144,65536,float,sum,-1,572.2,0.46,0.89,0,566.6,0.46,0.90,0
524288,131072,float,sum,-1,786.3,0.67,1.29,0,750.6,0.70,1.35,0
1048576,262144,float,sum,-1,448.8,2.34,4.53,0,399.9,2.62,5.08,0
2097152,524288,float,sum,-1,662.0,3.17,6.14,0,639.4,3.28,6.35,0
4194304,1048576,float,sum,-1,1047.6,4.00,7.76,0,1070.2,3.92,7.59,0
8388608,2097152,float,sum,-1,1277.4,6.57,12.72,0,1249.4,6.71,13.01,0
16777216,4194304,float,sum,-1,1644.1,10.20,19.77,0,1424.6,11.78,22.82,0
33554432,8388608,float,sum,-1,1952.1,17.19,33.30,0,1975.1,16.99,32.92,0
67108864,16777216,float,sum,-1,2952.2,22.73,44.04,0,2935.6,22.86,44.29,0
134217728,33554432,float,sum,-1,4801.3,27.95,54.16,0,4861.5,27.61,53.49,0
268435456,67108864,float,sum,-1,8835.2,30.38,58.87,0,9154.1,29.32,56.82,0
536870912,134217728,float,sum,-1,17482,30.71,59.50,0,16197,33.15,64.22,0
1073741824,268435456,float,sum,-1,33346,32.20,62.39,0,33432,32.12,62.23,0
2147483648,536870912,float,sum,-1,55404,38.76,75.10,0,49380,43.49,84.26,0
4294967296,1073741824,float,sum,-1,97785,43.92,85.10,0,98286,43.70,84.67,0
8,2,float,sum,-1,31.48,0.00,0.00,0,29.92,0.00,0.00,0
16,4,float,sum,-1,29.71,0.00,0.00,0,29.53,0.00,0.00,0
32,8,float,sum,-1,29.68,0.00,0.00,0,29.57,0.00,0.00,0
64,16,float,sum,-1,32.75,0.00,0.00,0,32.91,0.00,0.00,0
128,32,float,sum,-1,60.89,0.00,0.00,0,60.28,0.00,0.00,0
256,64,float,sum,-1,61.54,0.00,0.01,0,61.23,0.00,0.01,0
512,128,float,sum,-1,62.92,0.01,0.02,0,62.44,0.01,0.02,0
1024,256,float,sum,-1,64.42,0.02,0.03,0,64.24,0.02,0.03,0
2048,512,float,sum,-1,68.01,0.03,0.06,0,67.42,0.03,0.06,0
4096,1024,float,sum,-1,74.90,0.05,0.11,0,73.64,0.06,0.11,0
8192,2048,float,sum,-1,75.93,0.11,0.21,0,75.37,0.11,0.21,0
16384,4096,float,sum,-1,98.46,0.17,0.32,0,103.6,0.16,0.31,0
32768,8192,float,sum,-1,100.7,0.33,0.63,0,99.64,0.33,0.64,0
65536,16384,float,sum,-1,161.9,0.40,0.78,0,158.1,0.41,0.80,0
131072,32768,float,sum,-1,375.1,0.35,0.68,0,369.8,0.35,0.69,0
262144,65536,float,sum,-1,439.3,0.60,1.16,0,420.5,0.62,1.21,0
524288,131072,float,sum,-1,650.0,0.81,1.56,0,648.4,0.81,1.57,0
1048576,262144,float,sum,-1,360.0,2.91,5.64,0,352.8,2.97,5.76,0
2097152,524288,float,sum,-1,511.1,4.10,7.95,0,561.0,3.74,7.24,0
4194304,1048576,float,sum,-1,868.2,4.83,9.36,0,879.4,4.77,9.24,0
8388608,2097152,float,sum,-1,1091.4,7.69,14.89,0,988.7,8.48,16.44,0
16777216,4194304,float,sum,-1,1419.9,11.82,22.89,0,1301.0,12.90,24.98,0
33554432,8388608,float,sum,-1,1659.1,20.22,39.18,0,1773.7,18.92,36.65,0
67108864,16777216,float,sum,-1,2593.7,25.87,50.13,0,2613.8,25.67,49.75,0
134217728,33554432,float,sum,-1,4115.9,32.61,63.18,0,4081.2,32.89,63.72,0
268435456,67108864,float,sum,-1,7102.3,37.80,73.23,0,7233.6,37.11,71.90,0
536870912,134217728,float,sum,-1,12850,41.78,80.95,0,12836,41.82,81.04,0
1073741824,268435456,float,sum,-1,24960,43.02,83.35,0,25215,42.58,82.51,0
2147483648,536870912,float,sum,-1,49748,43.17,83.64,0,49741,43.17,83.65,0
4294967296,1073741824,float,sum,-1,98080,43.79,84.84,0,97782,43.92,85.10,0
8,2,float,sum,-1,31.19,0.00,0.00,0,29.91,0.00,0.00,0
16,4,float,sum,-1,29.96,0.00,0.00,0,29.55,0.00,0.00,0
32,8,float,sum,-1,29.70,0.00,0.00,0,29.53,0.00,0.00,0
64,16,float,sum,-1,32.78,0.00,0.00,0,32.63,0.00,0.00,0
128,32,float,sum,-1,60.85,0.00,0.00,0,60.30,0.00,0.00,0
256,64,float,sum,-1,61.61,0.00,0.01,0,60.77,0.00,0.01,0
512,128,float,sum,-1,63.17,0.01,0.02,0,61.99,0.01,0.02,0
1024,256,float,sum,-1,64.62,0.02,0.03,0,64.47,0.02,0.03,0
2048,512,float,sum,-1,67.67,0.03,0.06,0,67.27,0.03,0.06,0
4096,1024,float,sum,-1,74.67,0.05,0.11,0,74.18,0.06,0.11,0
8192,2048,float,sum,-1,75.52,0.11,0.21,0,74.21,0.11,0.21,0
16384,4096,float,sum,-1,102.2,0.16,0.31,0,95.52,0.17,0.33,0
32768,8192,float,sum,-1,105.6,0.31,0.60,0,104.3,0.31,0.61,0
65536,16384,float,sum,-1,142.4,0.46,0.89,0,156.4,0.42,0.81,0
131072,32768,float,sum,-1,373.3,0.35,0.68,0,348.1,0.38,0.73,0
262144,65536,float,sum,-1,435.7,0.60,1.17,0,428.9,0.61,1.18,0
524288,131072,float,sum,-1,651.2,0.81,1.56,0,655.8,0.80,1.55,0
1048576,262144,float,sum,-1,332.0,3.16,6.12,0,342.0,3.07,5.94,0
2097152,524288,float,sum,-1,600.8,3.49,6.76,0,485.7,4.32,8.37,0
4194304,1048576,float,sum,-1,875.7,4.79,9.28,0,842.9,4.98,9.64,0
8388608,2097152,float,sum,-1,1008.5,8.32,16.12,0,988.1,8.49,16.45,0
16777216,4194304,float,sum,-1,1363.3,12.31,23.84,0,1345.1,12.47,24.17,0
33554432,8388608,float,sum,-1,1765.4,19.01,36.83,0,1792.2,18.72,36.27,0
67108864,16777216,float,sum,-1,2706.9,24.79,48.03,0,2585.9,25.95,50.28,0
134217728,33554432,float,sum,-1,3986.9,33.66,65.22,0,4348.2,30.87,59.81,0
268435456,67108864,float,sum,-1,7025.2,38.21,74.03,0,7130.7,37.65,72.94,0
536870912,134217728,float,sum,-1,12764,42.06,81.49,0,12883,41.67,80.74,0
1073741824,268435456,float,sum,-1,25551,42.02,81.42,0,25670,41.83,81.04,0
2147483648,536870912,float,sum,-1,49582,43.31,83.92,0,49640,43.26,83.82,0
4294967296,1073741824,float,sum,-1,97463,44.07,85.38,0,98829,43.46,84.20,0
8,2,float,sum,-1,30.71,0.00,0.00,0,29.95,0.00,0.00,0
16,4,float,sum,-1,29.68,0.00,0.00,0,29.64,0.00,0.00,0
32,8,float,sum,-1,29.30,0.00,0.00,0,29.95,0.00,0.00,0
64,16,float,sum,-1,33.05,0.00,0.00,0,32.93,0.00,0.00,0
128,32,float,sum,-1,60.99,0.00,0.00,0,60.36,0.00,0.00,0
256,64,float,sum,-1,61.98,0.00,0.01,0,61.21,0.00,0.01,0
512,128,float,sum,-1,62.26,0.01,0.02,0,62.03,0.01,0.02,0
1024,256,float,sum,-1,64.30,0.02,0.03,0,64.01,0.02,0.03,0
2048,512,float,sum,-1,68.08,0.03,0.06,0,67.07,0.03,0.06,0
4096,1024,float,sum,-1,74.75,0.05,0.11,0,73.26,0.06,0.11,0
8192,2048,float,sum,-1,76.20,0.11,0.21,0,74.86,0.11,0.21,0
16384,4096,float,sum,-1,100.6,0.16,0.32,0,94.75,0.17,0.34,0
32768,8192,float,sum,-1,113.3,0.29,0.56,0,106.7,0.31,0.59,0
65536,16384,float,sum,-1,157.5,0.42,0.81,0,135.2,0.48,0.94,0
131072,32768,float,sum,-1,358.6,0.37,0.71,0,344.4,0.38,0.74,0
262144,65536,float,sum,-1,402.9,0.65,1.26,0,415.1,0.63,1.22,0
524288,131072,float,sum,-1,647.4,0.81,1.57,0,649.7,0.81,1.56,0
1048576,262144,float,sum,-1,349.6,3.00,5.81,0,672.9,1.56,3.02,0
2097152,524288,float,sum,-1,560.5,3.74,7.25,0,529.9,3.96,7.67,0
4194304,1048576,float,sum,-1,872.4,4.81,9.31,0,939.5,4.46,8.65,0
8388608,2097152,float,sum,-1,984.1,8.52,16.52,0,1015.3,8.26,16.01,0
16777216,4194304,float,sum,-1,1363.8,12.30,23.83,0,1394.0,12.04,23.32,0
33554432,8388608,float,sum,-1,1783.6,18.81,36.45,0,1781.6,18.83,36.49,0
67108864,16777216,float,sum,-1,2546.6,26.35,51.06,0,2573.6,26.08,50.52,0
134217728,33554432,float,sum,-1,4205.0,31.92,61.84,0,4190.0,32.03,62.06,0
268435456,67108864,float,sum,-1,7250.4,37.02,71.73,0,7016.8,38.26,74.12,0
536870912,134217728,float,sum,-1,12888,41.66,80.71,0,12923,41.54,80.49,0
1073741824,268435456,float,sum,-1,25298,42.44,82.24,0,25134,42.72,82.77,0
2147483648,536870912,float,sum,-1,49433,43.44,84.17,0,49540,43.35,83.99,0
4294967296,1073741824,float,sum,-1,98000,43.83,84.91,0,98562,43.58,84.43,0
8,2,float,sum,-1,30.62,0.00,0.00,0,30.21,0.00,0.00,0
16,4,float,sum,-1,29.84,0.00,0.00,0,29.66,0.00,0.00,0
32,8,float,sum,-1,29.74,0.00,0.00,0,29.58,0.00,0.00,0
64,16,float,sum,-1,32.61,0.00,0.00,0,32.73,0.00,0.00,0
128,32,float,sum,-1,60.75,0.00,0.00,0,60.43,0.00,0.00,0
256,64,float,sum,-1,61.65,0.00,0.01,0,60.70,0.00,0.01,0
512,128,float,sum,-1,62.90,0.01,0.02,0,62.31,0.01,0.02,0
1024,256,float,sum,-1,64.77,0.02,0.03,0,63.50,0.02,0.03,0
2048,512,float,sum,-1,67.81,0.03,0.06,0,67.33,0.03,0.06,0
4096,1024,float,sum,-1,74.97,0.05,0.11,0,73.10,0.06,0.11,0
8192,2048,float,sum,-1,76.44,0.11,0.21,0,75.05,0.11,0.21,0
16384,4096,float,sum,-1,104.7,0.16,0.30,0,97.55,0.17,0.33,0
32768,8192,float,sum,-1,100.9,0.32,0.63,0,116.3,0.28,0.55,0
65536,16384,float,sum,-1,152.0,0.43,0.84,0,157.9,0.42,0.80,0
131072,32768,float,sum,-1,366.2,0.36,0.69,0,360.3,0.36,0.70,0
262144,65536,float,sum,-1,385.3,0.68,1.32,0,421.1,0.62,1.21,0
524288,131072,float,sum,-1,654.8,0.80,1.55,0,639.2,0.82,1.59,0
1048576,262144,float,sum,-1,346.7,3.02,5.86,0,347.0,3.02,5.86,0
2097152,524288,float,sum,-1,554.6,3.78,7.33,0,527.6,3.97,7.70,0
4194304,1048576,float,sum,-1,881.0,4.76,9.22,0,906.3,4.63,8.97,0
8388608,2097152,float,sum,-1,973.3,8.62,16.70,0,948.8,8.84,17.13,0
16777216,4194304,float,sum,-1,1297.2,12.93,25.06,0,1402.4,11.96,23.18,0
33554432,8388608,float,sum,-1,1769.4,18.96,36.74,0,1736.0,19.33,37.45,0
67108864,16777216,float,sum,-1,2567.7,26.14,50.64,0,2564.4,26.17,50.70,0
134217728,33554432,float,sum,-1,4192.9,32.01,62.02,0,4152.8,32.32,62.62,0
268435456,67108864,float,sum,-1,7143.4,37.58,72.81,0,7078.5,37.92,73.48,0
536870912,134217728,float,sum,-1,12956,41.44,80.29,0,13078,41.05,79.53,0
1073741824,268435456,float,sum,-1,25551,42.02,81.42,0,26550,40.44,78.36,0
2147483648,536870912,float,sum,-1,49055,43.78,84.82,0,49199,43.65,84.57,0
4294967296,1073741824,float,sum,-1,97752,43.94,85.13,0,97753,43.94,85.13,0
8,2,float,sum,-1,30.79,0.00,0.00,0,30.10,0.00,0.00,0
16,4,float,sum,-1,29.51,0.00,0.00,0,29.59,0.00,0.00,0
32,8,float,sum,-1,30.16,0.00,0.00,0,29.34,0.00,0.00,0
64,16,float,sum,-1,32.78,0.00,0.00,0,32.71,0.00,0.00,0
128,32,float,sum,-1,60.57,0.00,0.00,0,60.15,0.00,0.00,0
256,64,float,sum,-1,61.32,0.00,0.01,0,61.07,0.00,0.01,0
512,128,float,sum,-1,62.76,0.01,0.02,0,61.86,0.01,0.02,0
1024,256,float,sum,-1,64.35,0.02,0.03,0,64.09,0.02,0.03,0
2048,512,float,sum,-1,67.94,0.03,0.06,0,66.91,0.03,0.06,0
4096,1024,float,sum,-1,75.20,0.05,0.11,0,74.03,0.06,0.11,0
8192,2048,float,sum,-1,76.80,0.11,0.21,0,75.04,0.11,0.21,0
16384,4096,float,sum,-1,104.7,0.16,0.30,0,106.6,0.15,0.30,0
32768,8192,float,sum,-1,110.3,0.30,0.58,0,102.3,0.32,0.62,0
65536,16384,float,sum,-1,148.0,0.44,0.86,0,164.7,0.40,0.77,0
131072,32768,float,sum,-1,342.1,0.38,0.74,0,370.4,0.35,0.69,0
262144,65536,float,sum,-1,425.2,0.62,1.19,0,426.5,0.61,1.19,0
524288,131072,float,sum,-1,649.1,0.81,1.57,0,485.6,1.08,2.09,0
1048576,262144,float,sum,-1,338.1,3.10,6.01,0,365.5,2.87,5.56,0
2097152,524288,float,sum,-1,550.9,3.81,7.38,0,558.7,3.75,7.27,0
4194304,1048576,float,sum,-1,939.9,4.46,8.65,0,879.9,4.77,9.24,0
8388608,2097152,float,sum,-1,1019.4,8.23,15.94,0,1035.4,8.10,15.70,0
16777216,4194304,float,sum,-1,1348.7,12.44,24.10,0,1247.3,13.45,26.06,0
33554432,8388608,float,sum,-1,1732.7,19.36,37.52,0,1778.4,18.87,36.56,0
67108864,16777216,float,sum,-1,2529.6,26.53,51.40,0,2563.8,26.18,50.72,0
134217728,33554432,float,sum,-1,3983.6,33.69,65.28,0,4095.0,32.78,63.50,0
268435456,67108864,float,sum,-1,7067.8,37.98,73.59,0,7242.0,37.07,71.82,0
536870912,134217728,float,sum,-1,13193,40.69,78.84,0,12762,42.07,81.51,0
1073741824,268435456,float,sum,-1,26296,40.83,79.11,0,33380,32.17,62.32,0
2147483648,536870912,float,sum,-1,67830,31.66,61.34,0,69838,30.75,59.58,0
4294967296,1073741824,float,sum,-1,99308,43.25,83.79,0,97619,44.00,85.24,0
8,2,float,sum,-1,30.46,0.00,0.00,0,30.46,0.00,0.00,0
16,4,float,sum,-1,29.65,0.00,0.00,0,29.88,0.00,0.00,0
32,8,float,sum,-1,29.34,0.00,0.00,0,29.60,0.00,0.00,0
64,16,float,sum,-1,32.77,0.00,0.00,0,33.42,0.00,0.00,0
128,32,float,sum,-1,61.01,0.00,0.00,0,60.68,0.00,0.00,0
256,64,float,sum,-1,61.80,0.00,0.01,0,61.19,0.00,0.01,0
512,128,float,sum,-1,62.22,0.01,0.02,0,62.04,0.01,0.02,0
1024,256,float,sum,-1,64.53,0.02,0.03,0,63.94,0.02,0.03,0
2048,512,float,sum,-1,67.88,0.03,0.06,0,67.69,0.03,0.06,0
4096,1024,float,sum,-1,74.38,0.06,0.11,0,73.67,0.06,0.11,0
8192,2048,float,sum,-1,75.83,0.11,0.21,0,74.59,0.11,0.21,0
16384,4096,float,sum,-1,101.8,0.16,0.31,0,102.5,0.16,0.31,0
32768,8192,float,sum,-1,106.3,0.31,0.60,0,108.7,0.30,0.58,0
65536,16384,float,sum,-1,166.5,0.39,0.76,0,155.5,0.42,0.82,0
131072,32768,float,sum,-1,378.6,0.35,0.67,0,368.3,0.36,0.69,0
262144,65536,float,sum,-1,406.4,0.64,1.25,0,449.4,0.58,1.13,0
524288,131072,float,sum,-1,647.3,0.81,1.57,0,649.7,0.81,1.56,0
1048576,262144,float,sum,-1,356.0,2.95,5.71,0,331.8,3.16,6.12,0
2097152,524288,float,sum,-1,525.1,3.99,7.74,0,494.6,4.24,8.21,0
4194304,1048576,float,sum,-1,874.5,4.80,9.29,0,845.6,4.96,9.61,0
8388608,2097152,float,sum,-1,939.8,8.93,17.29,0,971.9,8.63,16.72,0
16777216,4194304,float,sum,-1,1204.0,13.93,27.00,0,1278.5,13.12,25.43,0
33554432,8388608,float,sum,-1,1749.5,19.18,37.16,0,1736.9,19.32,37.43,0
67108864,16777216,float,sum,-1,2591.7,25.89,50.17,0,2511.1,26.72,51.78,0
134217728,33554432,float,sum,-1,3985.0,33.68,65.26,0,4582.4,29.29,56.75,0
