size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,60.42,0.00,0.00,0,67.63,0.00,0.00,0
16,4,float,sum,-1,60.91,0.00,0.00,0,63.05,0.00,0.00,0
32,8,float,sum,-1,70.72,0.00,0.00,0,62.07,0.00,0.00,0
64,16,float,sum,-1,66.26,0.00,0.00,0,127.2,0.00,0.00,0
128,32,float,sum,-1,66.59,0.00,0.00,0,66.93,0.00,0.00,0
256,64,float,sum,-1,71.25,0.00,0.01,0,67.44,0.00,0.01,0
512,128,float,sum,-1,71.28,0.01,0.01,0,225.5,0.00,0.00,0
1024,256,float,sum,-1,76.89,0.01,0.03,0,75.50,0.01,0.03,0
2048,512,float,sum,-1,80.26,0.03,0.05,0,79.80,0.03,0.05,0
4096,1024,float,sum,-1,140.8,0.03,0.06,0,140.1,0.03,0.06,0
8192,2048,float,sum,-1,143.7,0.06,0.11,0,140.6,0.06,0.11,0
16384,4096,float,sum,-1,167.8,0.10,0.19,0,158.9,0.10,0.20,0
32768,8192,float,sum,-1,177.2,0.18,0.36,0,173.3,0.19,0.37,0
65536,16384,float,sum,-1,263.9,0.25,0.49,0,271.4,0.24,0.48,0
131072,32768,float,sum,-1,339.7,0.39,0.76,0,332.5,0.39,0.78,0
262144,65536,float,sum,-1,467.4,0.56,1.10,0,468.4,0.56,1.10,0
524288,131072,float,sum,-1,321.3,1.63,3.21,0,944.2,0.56,1.09,0
1048576,262144,float,sum,-1,414.0,2.53,4.99,0,440.6,2.38,4.69,0
2097152,524288,float,sum,-1,665.1,3.15,6.21,0,640.9,3.27,6.44,0
4194304,1048576,float,sum,-1,1106.0,3.79,7.47,0,953.3,4.40,8.66,0
8388608,2097152,float,sum,-1,1090.8,7.69,15.14,0,1181.5,7.10,13.98,0
16777216,4194304,float,sum,-1,1352.6,12.40,24.42,0,1263.3,13.28,26.15,0
33554432,8388608,float,sum,-1,1755.0,19.12,37.64,0,1700.8,19.73,38.84,0
67108864,16777216,float,sum,-1,2614.8,25.67,50.53,0,2627.9,25.54,50.28,0
134217728,33554432,float,sum,-1,4118.1,32.59,64.17,0,3906.3,34.36,67.65,0
268435456,67108864,float,sum,-1,6512.0,41.22,81.16,0,6444.7,41.65,82.00,0
536870912,134217728,float,sum,-1,12374,43.39,85.42,0,12431,43.19,85.03,0
1073741824,268435456,float,sum,-1,24474,43.87,86.37,0,24445,43.93,86.48,0
2147483648,536870912,float,sum,-1,65328,32.87,64.72,0,65170,32.95,64.87,0
4294967296,1073741824,float,sum,-1,127476,33.69,66.33,0,130515,32.91,64.79,0
8,2,float,sum,-1,62.67,0.00,0.00,0,60.57,0.00,0.00,0
16,4,float,sum,-1,61.51,0.00,0.00,0,60.50,0.00,0.00,0
32,8,float,sum,-1,60.64,0.00,0.00,0,60.86,0.00,0.00,0
64,16,float,sum,-1,66.08,0.00,0.00,0,65.76,0.00,0.00,0
128,32,float,sum,-1,67.69,0.00,0.00,0,66.26,0.00,0.00,0
256,64,float,sum,-1,66.23,0.00,0.01,0,66.56,0.00,0.01,0
512,128,float,sum,-1,69.34,0.01,0.01,0,67.92,0.01,0.01,0
1024,256,float,sum,-1,75.77,0.01,0.03,0,75.65,0.01,0.03,0
2048,512,float,sum,-1,79.98,0.03,0.05,0,79.96,0.03,0.05,0
4096,1024,float,sum,-1,140.4,0.03,0.06,0,139.9,0.03,0.06,0
8192,2048,float,sum,-1,142.5,0.06,0.11,0,141.9,0.06,0.11,0
16384,4096,float,sum,-1,160.5,0.10,0.20,0,159.6,0.10,0.20,0
32768,8192,float,sum,-1,173.3,0.19,0.37,0,178.2,0.18,0.36,0
65536,16384,float,sum,-1,269.1,0.24,0.48,0,252.4,0.26,0.51,0
131072,32768,float,sum,-1,425.8,0.31,0.61,0,401.5,0.33,0.64,0
262144,65536,float,sum,-1,466.3,0.56,1.11,0,479.7,0.55,1.08,0
524288,131072,float,sum,-1,371.5,1.41,2.78,0,419.5,1.25,2.46,0
1048576,262144,float,sum,-1,513.3,2.04,4.02,0,487.6,2.15,4.23,0
2097152,524288,float,sum,-1,26312,0.08,0.16,0,616.3,3.40,6.70,0
4194304,1048576,float,sum,-1,1081.0,3.88,7.64,0,1059.1,3.96,7.80,0
8388608,2097152,float,sum,-1,1258.2,6.67,13.13,0,1197.4,7.01,13.79,0
16777216,4194304,float,sum,-1,1429.4,11.74,23.11,0,1363.8,12.30,24.22,0
33554432,8388608,float,sum,-1,1750.4,19.17,37.74,0,1814.3,18.49,36.41,0
67108864,16777216,float,sum,-1,2709.6,24.77,48.76,0,2753.8,24.37,47.98,0
134217728,33554432,float,sum,-1,4007.8,33.49,65.93,0,4005.5,33.51,65.97,0
268435456,67108864,float,sum,-1,6506.1,41.26,81.23,0,6625.4,40.52,79.77,0
536870912,134217728,float,sum,-1,12692,42.30,83.28,0,12721,42.20,83.09,0
1073741824,268435456,float,sum,-1,30048,35.73,70.35,0,31503,34.08,67.10,0
2147483648,536870912,float,sum,-1,62785,34.20,67.34,0,63140,34.01,66.96,0
4294967296,1073741824,float,sum,-1,128724,33.37,65.69,0,127007,33.82,66.58,0
8,2,float,sum,-1,63.60,0.00,0.00,0,62.84,0.00,0.00,0
16,4,float,sum,-1,60.58,0.00,0.00,0,61.96,0.00,0.00,0
32,8,float,sum,-1,62.52,0.00,0.00,0,61.89,0.00,0.00,0
64,16,float,sum,-1,65.60,0.00,0.00,0,65.75,0.00,0.00,0
