size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,34.61,0.00,0.00,0,33.77,0.00,0.00,0
16,4,float,sum,-1,34.38,0.00,0.00,0,34.07,0.00,0.00,0
32,8,float,sum,-1,33.97,0.00,0.00,0,59.38,0.00,0.00,0
64,16,float,sum,-1,36.62,0.00,0.00,0,36.63,0.00,0.00,0
128,32,float,sum,-1,37.55,0.00,0.01,0,37.27,0.00,0.01,0
256,64,float,sum,-1,37.34,0.01,0.01,0,37.34,0.01,0.01,0
512,128,float,sum,-1,39.20,0.01,0.02,0,38.56,0.01,0.02,0
1024,256,float,sum,-1,43.36,0.02,0.04,0,41.83,0.02,0.05,0
2048,512,float,sum,-1,46.38,0.04,0.08,0,46.44,0.04,0.08,0
4096,1024,float,sum,-1,76.63,0.05,0.10,0,77.11,0.05,0.10,0
8192,2048,float,sum,-1,78.01,0.11,0.20,0,76.77,0.11,0.20,0
16384,4096,float,sum,-1,79.22,0.21,0.39,0,77.81,0.21,0.39,0
32768,8192,float,sum,-1,80.27,0.41,0.77,0,81.95,0.40,0.75,0
65536,16384,float,sum,-1,88.76,0.74,1.38,0,92.04,0.71,1.34,0
131072,32768,float,sum,-1,146.1,0.90,1.68,0,150.3,0.87,1.63,0
262144,65536,float,sum,-1,164.8,1.59,2.98,0,160.1,1.64,3.07,0
524288,131072,float,sum,-1,245.9,2.13,4.00,0,237.6,2.21,4.14,0
1048576,262144,float,sum,-1,272.7,3.85,7.21,0,278.7,3.76,7.05,0
2097152,524288,float,sum,-1,317.8,6.60,12.37,0,316.8,6.62,12.41,0
4194304,1048576,float,sum,-1,520.7,8.05,15.10,0,516.3,8.12,15.23,0
8388608,2097152,float,sum,-1,582.2,14.41,27.02,0,588.5,14.25,26.73,0
16777216,4194304,float,sum,-1,619.0,27.10,50.82,0,617.3,27.18,50.96,0
33554432,8388608,float,sum,-1,766.6,43.77,82.06,0,790.6,42.44,79.58,0
