size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,15.15,0.00,0.00,0,14.84,0.00,0.00,0
16,4,float,sum,-1,14.84,0.00,0.00,0,14.79,0.00,0.00,0
32,8,float,sum,-1,14.93,0.00,0.00,0,14.76,0.00,0.00,0
64,16,float,sum,-1,16.32,0.00,0.01,0,16.15,0.00,0.01,0
128,32,float,sum,-1,16.55,0.01,0.01,0,16.50,0.01,0.01,0
256,64,float,sum,-1,16.92,0.02,0.03,0,16.63,0.02,0.03,0
512,128,float,sum,-1,17.36,0.03,0.05,0,17.05,0.03,0.05,0
1024,256,float,sum,-1,18.10,0.06,0.10,0,17.62,0.06,0.10,0
2048,512,float,sum,-1,18.79,0.11,0.19,0,18.49,0.11,0.19,0
4096,1024,float,sum,-1,31.40,0.13,0.23,0,30.83,0.13,0.23,0
8192,2048,float,sum,-1,32.00,0.26,0.45,0,31.22,0.26,0.46,0
16384,4096,float,sum,-1,32.73,0.50,0.88,0,31.99,0.51,0.90,0
32768,8192,float,sum,-1,35.39,0.93,1.62,0,34.80,0.94,1.65,0
65536,16384,float,sum,-1,68.53,0.96,1.67,0,67.86,0.97,1.69,0
131072,32768,float,sum,-1,71.79,1.83,3.20,0,71.54,1.83,3.21,0
262144,65536,float,sum,-1,107.5,2.44,4.27,0,110.4,2.38,4.16,0
524288,131072,float,sum,-1,191.1,2.74,4.80,0,222.3,2.36,4.13,0
1048576,262144,float,sum,-1,285.7,3.67,6.42,0,301.7,3.48,6.08,0
2097152,524288,float,sum,-1,142.2,14.75,25.82,0,135.9,15.43,27.00,0
4194304,1048576,float,sum,-1,377.4,11.11,19.45,0,221.2,18.96,33.18,0
8388608,2097152,float,sum,-1,340.0,24.67,43.18,0,337.1,24.89,43.55,0
16777216,4194304,float,sum,-1,559.8,29.97,52.44,0,552.5,30.37,53.14,0
33554432,8388608,float,sum,-1,882.6,38.02,66.53,0,878.1,38.21,66.87,0
67108864,16777216,float,sum,-1,1441.7,46.55,81.46,0,1387.4,48.37,84.65,0
134217728,33554432,float,sum,-1,2365.2,56.75,99.31,0,2351.6,57.08,99.88,0
268435456,67108864,float,sum,-1,3747.0,71.64,125.37,0,3790.6,70.82,123.93,0
536870912,134217728,float,sum,-1,6742.1,79.63,139.35,0,6758.9,79.43,139.01,0
1073741824,268435456,float,sum,-1,12505,85.86,150.26,0,12587,85.31,149.29,0
2147483648,536870912,float,sum,-1,24161,88.88,155.54,0,24200,88.74,155.29,0
4294967296,1073741824,float,sum,-1,47478,90.46,158.31,0,47506,90.41,158.21,0
8,2,float,sum,-1,15.44,0.00,0.00,0,14.90,0.00,0.00,0
16,4,float,sum,-1,14.76,0.00,0.00,0,14.72,0.00,0.00,0
32,8,float,sum,-1,14.81,0.00,0.00,0,14.96,0.00,0.00,0
64,16,float,sum,-1,16.46,0.00,0.01,0,16.46,0.00,0.01,0
128,32,float,sum,-1,16.71,0.01,0.01,0,16.56,0.01,0.01,0
256,64,float,sum,-1,16.89,0.02,0.03,0,16.90,0.02,0.03,0
512,128,float,sum,-1,17.21,0.03,0.05,0,17.02,0.03,0.05,0
1024,256,float,sum,-1,17.81,0.06,0.10,0,17.58,0.06,0.10,0
2048,512,float,sum,-1,18.75,0.11,0.19,0,18.48,0.11,0.19,0
4096,1024,float,sum,-1,31.30,0.13,0.23,0,30.58,0.13,0.23,0
8192,2048,float,sum,-1,31.75,0.26,0.45,0,31.42,0.26,0.46,0
16384,4096,float,sum,-1,32.63,0.50,0.88,0,32.09,0.51,0.89,0
32768,8192,float,sum,-1,35.14,0.93,1.63,0,34.69,0.94,1.65,0
65536,16384,float,sum,-1,67.84,0.97,1.69,0,68.36,0.96,1.68,0
131072,32768,float,sum,-1,72.09,1.82,3.18,0,71.55,1.83,3.21,0
262144,65536,float,sum,-1,106.3,2.47,4.32,0,106.6,2.46,4.30,0
