size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,61.07,0.00,0.00,0,58.43,0.00,0.00,0
16,4,float,sum,-1,57.97,0.00,0.00,0,56.86,0.00,0.00,0
32,8,float,sum,-1,56.66,0.00,0.00,0,56.32,0.00,0.00,0
64,16,float,sum,-1,66.22,0.00,0.00,0,66.32,0.00,0.00,0
128,32,float,sum,-1,65.20,0.00,0.00,0,64.02,0.00,0.00,0
256,64,float,sum,-1,72.14,0.00,0.01,0,64.69,0.00,0.01,0
512,128,float,sum,-1,69.64,0.01,0.01,0,65.43,0.01,0.02,0
1024,256,float,sum,-1,68.27,0.01,0.03,0,67.67,0.02,0.03,0
2048,512,float,sum,-1,74.01,0.03,0.05,0,72.45,0.03,0.06,0
4096,1024,float,sum,-1,156.8,0.03,0.05,0,155.9,0.03,0.05,0
8192,2048,float,sum,-1,177.3,0.05,0.09,0,155.7,0.05,0.10,0
16384,4096,float,sum,-1,179.8,0.09,0.18,0,167.5,0.10,0.19,0
32768,8192,float,sum,-1,212.9,0.15,0.31,0,202.6,0.16,0.32,0
65536,16384,float,sum,-1,241.5,0.27,0.54,0,231.0,0.28,0.56,0
131072,32768,float,sum,-1,303.9,0.43,0.86,0,286.1,0.46,0.91,0
262144,65536,float,sum,-1,329.2,0.80,1.58,0,367.5,0.71,1.42,0
524288,131072,float,sum,-1,431.0,1.22,2.41,0,409.0,1.28,2.54,0
1048576,262144,float,sum,-1,469.2,2.23,4.44,0,443.2,2.37,4.69,0
2097152,524288,float,sum,-1,535.5,3.92,7.77,0,560.7,3.74,7.42,0
4194304,1048576,float,sum,-1,804.2,5.22,10.35,0,806.2,5.20,10.32,0
8388608,2097152,float,sum,-1,1363.1,6.15,12.21,0,1363.1,6.15,12.21,0
16777216,4194304,float,sum,-1,2246.1,7.47,14.82,0,2239.5,7.49,14.87,0
33554432,8388608,float,sum,-1,2910.6,11.53,22.88,0,2902.9,11.56,22.94,0
67108864,16777216,float,sum,-1,5005.2,13.41,26.61,0,5009.3,13.40,26.58,0
134217728,33554432,float,sum,-1,9138.2,14.69,29.15,0,9172.2,14.63,29.04,0
268435456,67108864,float,sum,-1,12454,21.55,42.77,0,30230,8.88,17.62,0
536870912,134217728,float,sum,-1,144492,3.72,7.37,0,139922,3.84,7.61,0
1073741824,268435456,float,sum,-1,135202,7.94,15.76,0,138336,7.76,15.40,0
2147483648,536870912,float,sum,-1,185681,11.57,22.95,0,54841,39.16,77.71,0
4294967296,1073741824,float,sum,-1,115890,37.06,73.54,0,116442,36.89,73.19,0
8,2,float,sum,-1,62.19,0.00,0.00,0,60.19,0.00,0.00,0
16,4,float,sum,-1,59.68,0.00,0.00,0,55.92,0.00,0.00,0
32,8,float,sum,-1,56.11,0.00,0.00,0,57.62,0.00,0.00,0
64,16,float,sum,-1,66.55,0.00,0.00,0,65.02,0.00,0.00,0
128,32,float,sum,-1,65.27,0.00,0.00,0,63.47,0.00,0.00,0
256,64,float,sum,-1,66.33,0.00,0.01,0,64.66,0.00,0.01,0
512,128,float,sum,-1,67.33,0.01,0.02,0,67.06,0.01,0.02,0
1024,256,float,sum,-1,69.27,0.01,0.03,0,67.22,0.02,0.03,0
2048,512,float,sum,-1,73.47,0.03,0.06,0,72.12,0.03,0.06,0
4096,1024,float,sum,-1,158.5,0.03,0.05,0,155.6,0.03,0.05,0
8192,2048,float,sum,-1,159.3,0.05,0.10,0,156.8,0.05,0.10,0
16384,4096,float,sum,-1,160.7,0.10,0.20,0,158.4,0.10,0.21,0
32768,8192,float,sum,-1,169.3,0.19,0.38,0,167.5,0.20,0.39,0
65536,16384,float,sum,-1,179.2,0.37,0.73,0,176.9,0.37,0.74,0
131072,32768,float,sum,-1,197.1,0.67,1.32,0,207.1,0.63,1.26,0
262144,65536,float,sum,-1,247.3,1.06,2.10,0,245.7,1.07,2.12,0
524288,131072,float,sum,-1,359.5,1.46,2.89,0,359.4,1.46,2.89,0
