size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,16.00,0.00,0.00,0,15.81,0.00,0.00,0
16,4,float,sum,-1,15.87,0.00,0.00,0,15.42,0.00,0.00,0
32,8,float,sum,-1,15.54,0.00,0.00,0,15.34,0.00,0.00,0
64,16,float,sum,-1,16.71,0.00,0.01,0,16.60,0.00,0.01,0
128,32,float,sum,-1,16.84,0.01,0.01,0,16.85,0.01,0.01,0
256,64,float,sum,-1,17.73,0.01,0.03,0,17.03,0.02,0.03,0
512,128,float,sum,-1,17.63,0.03,0.05,0,17.50,0.03,0.05,0
1024,256,float,sum,-1,18.26,0.06,0.10,0,17.93,0.06,0.10,0
2048,512,float,sum,-1,19.07,0.11,0.19,0,18.83,0.11,0.19,0
4096,1024,float,sum,-1,31.66,0.13,0.23,0,31.51,0.13,0.23,0
8192,2048,float,sum,-1,32.12,0.26,0.45,0,31.86,0.26,0.45,0
16384,4096,float,sum,-1,32.72,0.50,0.88,0,32.13,0.51,0.89,0
32768,8192,float,sum,-1,35.14,0.93,1.63,0,34.52,0.95,1.66,0
65536,16384,float,sum,-1,69.76,0.94,1.64,0,67.84,0.97,1.69,0
131072,32768,float,sum,-1,71.74,1.83,3.20,0,71.89,1.82,3.19,0
262144,65536,float,sum,-1,110.3,2.38,4.16,0,105.4,2.49,4.35,0
524288,131072,float,sum,-1,192.0,2.73,4.78,0,188.8,2.78,4.86,0
1048576,262144,float,sum,-1,288.3,3.64,6.36,0,294.0,3.57,6.24,0
2097152,524288,float,sum,-1,137.0,15.31,26.78,0,140.2,14.96,26.18,0
4194304,1048576,float,sum,-1,199.8,21.00,36.74,0,212.2,19.77,34.60,0
8388608,2097152,float,sum,-1,331.0,25.35,44.35,0,339.8,24.68,43.20,0
16777216,4194304,float,sum,-1,525.4,31.93,55.88,0,558.1,30.06,52.60,0
33554432,8388608,float,sum,-1,898.9,37.33,65.32,0,873.3,38.42,67.24,0
67108864,16777216,float,sum,-1,1425.3,47.08,82.40,0,1456.4,46.08,80.64,0
134217728,33554432,float,sum,-1,2294.7,58.49,102.36,0,2341.0,57.33,100.33,0
268435456,67108864,float,sum,-1,3743.6,71.70,125.48,0,3792.7,70.78,123.86,0
536870912,134217728,float,sum,-1,6702.9,80.10,140.17,0,6765.1,79.36,138.88,0
1073741824,268435456,float,sum,-1,12551,85.55,149.71,0,12586,85.31,149.30,0
2147483648,536870912,float,sum,-1,24211,88.70,155.22,0,24181,88.81,155.42,0
4294967296,1073741824,float,sum,-1,47457,90.50,158.38,0,47458,90.50,158.38,0
8,2,float,sum,-1,16.00,0.00,0.00,0,15.25,0.00,0.00,0
16,4,float,sum,-1,15.12,0.00,0.00,0,15.06,0.00,0.00,0
32,8,float,sum,-1,15.09,0.00,0.00,0,15.21,0.00,0.00,0
64,16,float,sum,-1,16.76,0.00,0.01,0,16.67,0.00,0.01,0
128,32,float,sum,-1,17.00,0.01,0.01,0,16.85,0.01,0.01,0
256,64,float,sum,-1,17.39,0.01,0.03,0,17.14,0.01,0.03,0
512,128,float,sum,-1,17.55,0.03,0.05,0,17.45,0.03,0.05,0
1024,256,float,sum,-1,18.32,0.06,0.10,0,17.99,0.06,0.10,0
2048,512,float,sum,-1,19.11,0.11,0.19,0,18.72,0.11,0.19,0
