size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,16.25,0.00,0.00,0,15.56,0.00,0.00,0
16,4,float,sum,-1,15.43,0.00,0.00,0,15.31,0.00,0.00,0
32,8,float,sum,-1,14.96,0.00,0.00,0,15.10,0.00,0.00,0
64,16,float,sum,-1,17.27,0.00,0.01,0,16.64,0.00,0.01,0
128,32,float,sum,-1,26.57,0.00,0.01,0,25.63,0.00,0.01,0
256,64,float,sum,-1,27.18,0.01,0.02,0,26.52,0.01,0.02,0
512,128,float,sum,-1,26.64,0.02,0.03,0,27.10,0.02,0.03,0
1024,256,float,sum,-1,27.37,0.04,0.07,0,27.02,0.04,0.07,0
2048,512,float,sum,-1,29.18,0.07,0.12,0,28.01,0.07,0.13,0
4096,1024,float,sum,-1,31.81,0.13,0.23,0,30.43,0.13,0.24,0
8192,2048,float,sum,-1,32.62,0.25,0.44,0,31.38,0.26,0.46,0
16384,4096,float,sum,-1,33.10,0.49,0.87,0,31.07,0.53,0.92,0
32768,8192,float,sum,-1,33.83,0.97,1.70,0,32.99,0.99,1.74,0
65536,16384,float,sum,-1,53.64,1.22,2.14,0,54.31,1.21,2.11,0
131072,32768,float,sum,-1,61.45,2.13,3.73,0,60.19,2.18,3.81,0
262144,65536,float,sum,-1,85.25,3.08,5.38,0,84.39,3.11,5.44,0
524288,131072,float,sum,-1,93.60,5.60,9.80,0,92.10,5.69,9.96,0
1048576,262144,float,sum,-1,111.1,9.44,16.52,0,109.2,9.60,16.81,0
2097152,524288,float,sum,-1,173.3,12.10,21.18,0,186.6,11.24,19.67,0
4194304,1048576,float,sum,-1,273.2,15.35,26.86,0,299.7,14.00,24.49,0
8388608,2097152,float,sum,-1,323.8,25.91,45.33,0,350.3,23.94,41.90,0
16777216,4194304,float,sum,-1,453.0,37.04,64.81,0,458.7,36.57,64.00,0
33554432,8388608,float,sum,-1,1511149,0.02,0.04,0,902.8,37.17,65.04,0
67108864,16777216,float,sum,-1,1183.5,56.70,99.23,0,1209.1,55.51,97.13,0
134217728,33554432,float,sum,-1,1958.4,68.53,119.94,0,1990.9,67.42,117.98,0
268435456,67108864,float,sum,-1,3468.6,77.39,135.43,0,3498.4,76.73,134.28,0
536870912,134217728,float,sum,-1,6517.9,82.37,144.14,0,6511.7,82.45,144.28,0
1073741824,268435456,float,sum,-1,12581,85.35,149.36,0,12628,85.03,148.80,0
2147483648,536870912,float,sum,-1,24800,86.59,151.53,0,24886,86.29,151.01,0
4294967296,1073741824,float,sum,-1,49198,87.30,152.77,0,49246,87.21,152.63,0
8,2,float,sum,-1,15.80,0.00,0.00,0,14.94,0.00,0.00,0
16,4,float,sum,-1,14.94,0.00,0.00,0,14.71,0.00,0.00,0
32,8,float,sum,-1,14.74,0.00,0.00,0,14.99,0.00,0.00,0
