size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,85.87,0.00,0.00,0,337.4,0.00,0.00,0
16,4,float,sum,-1,81.33,0.00,0.00,0,82.11,0.00,0.00,0
32,8,float,sum,-1,85.84,0.00,0.00,0,83.64,0.00,0.00,0
64,16,float,sum,-1,91.69,0.00,0.00,0,115.7,0.00,0.00,0
128,32,float,sum,-1,199.9,0.00,0.00,0,197.4,0.00,0.00,0
256,64,float,sum,-1,220.6,0.00,0.00,0,207.6,0.00,0.00,0
512,128,float,sum,-1,204.5,0.00,0.01,0,200.9,0.00,0.01,0
1024,256,float,sum,-1,204.0,0.01,0.01,0,202.3,0.01,0.01,0
2048,512,float,sum,-1,212.0,0.01,0.02,0,213.2,0.01,0.02,0
4096,1024,float,sum,-1,231.2,0.02,0.04,0,235.9,0.02,0.03,0
8192,2048,float,sum,-1,232.7,0.04,0.07,0,237.5,0.03,0.07,0
16384,4096,float,sum,-1,276.4,0.06,0.12,0,373.5,0.04,0.09,0
32768,8192,float,sum,-1,286.2,0.11,0.23,0,272.8,0.12,0.24,0
65536,16384,float,sum,-1,366.8,0.18,0.36,0,373.9,0.18,0.35,0
131072,32768,float,sum,-1,526.1,0.25,0.50,0,535.1,0.24,0.49,0
262144,65536,float,sum,-1,669.2,0.39,0.78,0,726.1,0.36,0.72,0
524288,131072,float,sum,-1,917.8,0.57,1.14,0,777.4,0.67,1.35,0
1048576,262144,float,sum,-1,1347.6,0.78,1.55,0,1330.3,0.79,1.57,0
2097152,524288,float,sum,-1,1815.0,1.16,2.31,0,1942.4,1.08,2.16,0
4194304,1048576,float,sum,-1,3252.2,1.29,2.58,0,3341.7,1.26,2.51,0
8388608,2097152,float,sum,-1,3699.1,2.27,4.53,0,3459.9,2.42,4.84,0
16777216,4194304,float,sum,-1,4223.6,3.97,7.94,0,4236.6,3.96,7.91,0
33554432,8388608,float,sum,-1,5396.6,6.22,12.42,0,5632.2,5.96,11.90,0
67108864,16777216,float,sum,-1,7378.0,9.10,18.17,0,7298.0,9.20,18.37,0
134217728,33554432,float,sum,-1,10331,12.99,25.96,0,10520,12.76,25.49,0
268435456,67108864,float,sum,-1,17728,15.14,30.25,0,14231,18.86,37.69,0
536870912,134217728,float,sum,-1,25932,20.70,41.37,0,26236,20.46,40.89,0
1073741824,268435456,float,sum,-1,53037,20.25,40.45,0,50634,21.21,42.37,0
2147483648,536870912,float,sum,-1,87679,24.49,48.94,0,63595,33.77,67.47,0
4294967296,1073741824,float,sum,-1,122551,35.05,70.02,0,121885,35.24,70.41,0
