size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,15.98,0.00,0.00,0,15.25,0.00,0.00,0
16,4,float,sum,-1,15.19,0.00,0.00,0,15.09,0.00,0.00,0
32,8,float,sum,-1,15.06,0.00,0.00,0,15.09,0.00,0.00,0
64,16,float,sum,-1,16.78,0.00,0.01,0,16.49,0.00,0.01,0
128,32,float,sum,-1,25.55,0.01,0.01,0,25.24,0.01,0.01,0
256,64,float,sum,-1,25.98,0.01,0.02,0,25.54,0.01,0.02,0
512,128,float,sum,-1,26.23,0.02,0.03,0,25.93,0.02,0.03,0
1024,256,float,sum,-1,26.89,0.04,0.07,0,26.55,0.04,0.07,0
2048,512,float,sum,-1,28.22,0.07,0.13,0,27.80,0.07,0.13,0
4096,1024,float,sum,-1,30.57,0.13,0.23,0,30.10,0.14,0.24,0
8192,2048,float,sum,-1,30.88,0.27,0.46,0,30.11,0.27,0.48,0
16384,4096,float,sum,-1,31.60,0.52,0.91,0,31.06,0.53,0.92,0
32768,8192,float,sum,-1,32.61,1.00,1.76,0,32.18,1.02,1.78,0
65536,16384,float,sum,-1,62.36,1.05,1.84,0,58.78,1.12,1.95,0
131072,32768,float,sum,-1,60.45,2.17,3.79,0,59.13,2.22,3.88,0
262144,65536,float,sum,-1,83.57,3.14,5.49,0,82.84,3.16,5.54,0
524288,131072,float,sum,-1,179.4,2.92,5.12,0,92.62,5.66,9.91,0
1048576,262144,float,sum,-1,111.4,9.41,16.47,0,110.9,9.45,16.54,0
2097152,524288,float,sum,-1,186.8,11.22,19.64,0,183.1,11.45,20.04,0
4194304,1048576,float,sum,-1,438.4,9.57,16.74,0,300.9,13.94,24.39,0
8388608,2097152,float,sum,-1,352.1,23.82,41.69,0,728.0,11.52,20.17,0
16777216,4194304,float,sum,-1,469.5,35.73,62.53,0,461.0,36.39,63.69,0
33554432,8388608,float,sum,-1,1124.2,29.85,52.23,0,1137.3,29.50,51.63,0
67108864,16777216,float,sum,-1,1214.0,55.28,96.74,0,1207.1,55.59,97.29,0
134217728,33554432,float,sum,-1,1976.7,67.90,118.83,0,1999.5,67.13,117.47,0
268435456,67108864,float,sum,-1,3499.0,76.72,134.25,0,3506.3,76.56,133.98,0
536870912,134217728,float,sum,-1,6564.3,81.79,143.13,0,6561.4,81.82,143.19,0
1073741824,268435456,float,sum,-1,12706,84.51,147.88,0,12680,84.68,148.19,0
2147483648,536870912,float,sum,-1,24968,86.01,150.52,0,24961,86.03,150.56,0
4294967296,1073741824,float,sum,-1,49418,86.91,152.09,0,49385,86.97,152.19,0
8,2,float,sum,-1,16.02,0.00,0.00,0,15.37,0.00,0.00,0
16,4,float,sum,-1,15.32,0.00,0.00,0,15.12,0.00,0.00,0
32,8,float,sum,-1,15.18,0.00,0.00,0,15.26,0.00,0.00,0
64,16,float,sum,-1,16.80,0.00,0.01,0,16.45,0.00,0.01,0
128,32,float,sum,-1,25.63,0.00,0.01,0,25.38,0.01,0.01,0
256,64,float,sum,-1,25.90,0.01,0.02,0,25.29,0.01,0.02,0
512,128,float,sum,-1,26.23,0.02,0.03,0,26.21,0.02,0.03,0
1024,256,float,sum,-1,27.19,0.04,0.07,0,26.66,0.04,0.07,0
2048,512,float,sum,-1,27.86,0.07,0.13,0,27.62,0.07,0.13,0
4096,1024,float,sum,-1,30.55,0.13,0.23,0,29.93,0.14,0.24,0
8192,2048,float,sum,-1,30.79,0.27,0.47,0,30.57,0.27,0.47,0
16384,4096,float,sum,-1,31.39,0.52,0.91,0,31.02,0.53,0.92,0
32768,8192,float,sum,-1,32.58,1.01,1.76,0,32.19,1.02,1.78,0
65536,16384,float,sum,-1,58.89,1.11,1.95,0,57.87,1.13,1.98,0
131072,32768,float,sum,-1,61.32,2.14,3.74,0,58.96,2.22,3.89,0
262144,65536,float,sum,-1,114.5,2.29,4.01,0,82.62,3.17,5.55,0
524288,131072,float,sum,-1,92.12,5.69,9.96,0,93.16,5.63,9.85,0
1048576,262144,float,sum,-1,110.0,9.53,16.68,0,110.0,9.53,16.67,0
2097152,524288,float,sum,-1,187.4,11.19,19.58,0,187.2,11.20,19.61,0
4194304,1048576,float,sum,-1,300.1,13.98,24.46,0,300.9,13.94,24.39,0
8388608,2097152,float,sum,-1,353.2,23.75,41.56,0,350.6,23.93,41.87,0
16777216,4194304,float,sum,-1,460.9,36.40,63.70,0,460.8,36.41,63.71,0
33554432,8388608,float,sum,-1,1110.9,30.20,52.86,0,1129.8,29.70,51.98,0
67108864,16777216,float,sum,-1,1205.2,55.68,97.45,0,1208.6,55.52,97.17,0
134217728,33554432,float,sum,-1,1972.1,68.06,119.10,0,1988.1,67.51,118.14,0
268435456,67108864,float,sum,-1,3506.4,76.56,133.97,0,3508.8,76.50,133.88,0
536870912,134217728,float,sum,-1,6562.0,81.81,143.18,0,6573.8,81.67,142.92,0
1073741824,268435456,float,sum,-1,12680,84.68,148.19,0,12700,84.55,147.96,0
2147483648,536870912,float,sum,-1,24968,86.01,150.52,0,24958,86.05,150.58,0
4294967296,1073741824,float,sum,-1,49537,86.70,151.73,0,49503,86.76,151.83,0
8,2,float,sum,-1,15.61,0.00,0.00,0,15.25,0.00,0.00,0
16,4,float,sum,-1,15.25,0.00,0.00,0,15.00,0.00,0.00,0
32,8,float,sum,-1,15.13,0.00,0.00,0,15.23,0.00,0.00,0
64,16,float,sum,-1,16.77,0.00,0.01,0,16.60,0.00,0.01,0
128,32,float,sum,-1,25.52,0.01,0.01,0,25.39,0.01,0.01,0
256,64,float,sum,-1,25.98,0.01,0.02,0,25.58,0.01,0.02,0
512,128,float,sum,-1,26.43,0.02,0.03,0,25.97,0.02,0.03,0
1024,256,float,sum,-1,27.08,0.04,0.07,0,26.62,0.04,0.07,0
