size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
8,2,float,sum,-1,67.01,0.00,0.00,0,185.1,0.00,0.00,0
16,4,float,sum,-1,64.83,0.00,0.00,0,62.74,0.00,0.00,0
32,8,float,sum,-1,63.32,0.00,0.00,0,1441.4,0.00,0.00,0
64,16,float,sum,-1,73.29,0.00,0.00,0,77.67,0.00,0.00,0
128,32,float,sum,-1,145.4,0.00,0.00,0,142.6,0.00,0.00,0
256,64,float,sum,-1,152.8,0.00,0.00,0,145.9,0.00,0.00,0
512,128,float,sum,-1,152.6,0.00,0.01,0,147.4,0.00,0.01,0
1024,256,float,sum,-1,149.6,0.01,0.01,0,148.8,0.01,0.01,0
2048,512,float,sum,-1,155.5,0.01,0.03,0,154.4,0.01,0.03,0
4096,1024,float,sum,-1,168.5,0.02,0.05,0,167.2,0.02,0.05,0
8192,2048,float,sum,-1,174.5,0.05,0.09,0,170.4,0.05,0.10,0
16384,4096,float,sum,-1,193.3,0.08,0.17,0,191.1,0.09,0.17,0
32768,8192,float,sum,-1,206.3,0.16,0.32,0,186.9,0.18,0.35,0
65536,16384,float,sum,-1,254.4,0.26,0.51,0,239.2,0.27,0.55,0
131072,32768,float,sum,-1,455.3,0.29,0.57,0,465.2,0.28,0.56,0
262144,65536,float,sum,-1,551.6,0.48,0.95,0,543.8,0.48,0.96,0
524288,131072,float,sum,-1,829.1,0.63,1.26,0,2506.6,0.21,0.42,0
1048576,262144,float,sum,-1,733.7,1.43,2.85,0,920.0,1.14,2.27,0
2097152,524288,float,sum,-1,1400.4,1.50,2.98,0,1215.2,1.73,3.44,0
4194304,1048576,float,sum,-1,2229.6,1.88,3.75,0,2156.9,1.94,3.87,0
8388608,2097152,float,sum,-1,2290.0,3.66,7.30,0,2403.0,3.49,6.95,0
16777216,4194304,float,sum,-1,3168.4,5.30,10.55,0,3035.0,5.53,11.01,0
33554432,8388608,float,sum,-1,4371.1,7.68,15.29,0,4076.6,8.23,16.40,0
67108864,16777216,float,sum,-1,5587.6,12.01,23.93,0,5656.4,11.86,23.64,0
134217728,33554432,float,sum,-1,8196.7,16.37,32.62,0,8128.9,16.51,32.89,0
268435456,67108864,float,sum,-1,12991,20.66,41.17,0,12769,21.02,41.88,0
536870912,134217728,float,sum,-1,25391,21.14,42.12,0,25018,21.46,42.75,0
1073741824,268435456,float,sum,-1,34204,31.39,62.54,0,34679,30.96,61.68,0
2147483648,536870912,float,sum,-1,59796,35.91,71.55,0,60020,35.78,71.28,0
4294967296,1073741824,float,sum,-1,111687,38.46,76.61,0,113221,37.93,75.57,0
8,2,float,sum,-1,63.94,0.00,0.00,0,62.55,0.00,0.00,0
16,4,float,sum,-1,65.17,0.00,0.00,0,63.18,0.00,0.00,0
32,8,float,sum,-1,61.37,0.00,0.00,0,61.01,0.00,0.00,0
64,16,float,sum,-1,66.43,0.00,0.00,0,66.64,0.00,0.00,0
128,32,float,sum,-1,143.5,0.00,0.00,0,140.9,0.00,0.00,0
256,64,float,sum,-1,148.6,0.00,0.00,0,143.1,0.00,0.00,0
512,128,float,sum,-1,148.3,0.00,0.01,0,144.4,0.00,0.01,0
1024,256,float,sum,-1,150.1,0.01,0.01,0,148.0,0.01,0.01,0
2048,512,float,sum,-1,155.9,0.01,0.03,0,154.9,0.01,0.03,0
4096,1024,float,sum,-1,167.1,0.02,0.05,0,165.9,0.02,0.05,0
8192,2048,float,sum,-1,172.2,0.05,0.09,0,170.1,0.05,0.10,0
16384,4096,float,sum,-1,183.7,0.09,0.18,0,180.3,0.09,0.18,0
32768,8192,float,sum,-1,199.0,0.16,0.33,0,197.4,0.17,0.33,0
65536,16384,float,sum,-1,266.3,0.25,0.49,0,279.8,0.23,0.47,0
131072,32768,float,sum,-1,470.7,0.28,0.55,0,480.7,0.27,0.54,0
262144,65536,float,sum,-1,543.1,0.48,0.96,0,541.4,0.48,0.96,0
524288,131072,float,sum,-1,786.2,0.67,1.33,0,1089.6,0.48,0.96,0
1048576,262144,float,sum,-1,935.9,1.12,2.23,0,841.0,1.25,2.48,0
2097152,524288,float,sum,-1,1353.4,1.55,3.09,0,1301.0,1.61,3.21,0
4194304,1048576,float,sum,-1,2190.5,1.91,3.81,0,2247.3,1.87,3.72,0
8388608,2097152,float,sum,-1,2420.9,3.47,6.90,0,2265.2,3.70,7.38,0
16777216,4194304,float,sum,-1,3025.6,5.55,11.05,0,3039.7,5.52,11.00,0
33554432,8388608,float,sum,-1,4362.2,7.69,15.32,0,4165.0,8.06,16.05,0
67108864,16777216,float,sum,-1,5425.6,12.37,24.64,0,5733.0,11.71,23.32,0
134217728,33554432,float,sum,-1,8192.2,16.38,32.64,0,8114.4,16.54,32.95,0
268435456,67108864,float,sum,-1,12891,20.82,41.49,0,12802,20.97,41.77,0
536870912,134217728,float,sum,-1,24805,21.64,43.12,0,25009,21.47,42.77,0
1073741824,268435456,float,sum,-1,34093,31.49,62.74,0,34662,30.98,61.71,0
2147483648,536870912,float,sum,-1,61661,34.83,69.38,0,58733,36.56,72.84,0
4294967296,1073741824,float,sum,-1,113246,37.93,75.56,0,113539,37.83,75.36,0
8,2,float,sum,-1,65.60,0.00,0.00,0,62.41,0.00,0.00,0
16,4,float,sum,-1,65.22,0.00,0.00,0,65.53,0.00,0.00,0
32,8,float,sum,-1,61.92,0.00,0.00,0,61.34,0.00,0.00,0
64,16,float,sum,-1,66.94,0.00,0.00,0,66.75,0.00,0.00,0
128,32,float,sum,-1,142.4,0.00,0.00,0,141.3,0.00,0.00,0
256,64,float,sum,-1,147.8,0.00,0.00,0,142.8,0.00,0.00,0
512,128,float,sum,-1,155.5,0.00,0.01,0,144.6,0.00,0.01,0
1024,256,float,sum,-1,148.4,0.01,0.01,0,148.4,0.01,0.01,0
2048,512,float,sum,-1,155.0,0.01,0.03,0,155.0,0.01,0.03,0
4096,1024,float,sum,-1,168.0,0.02,0.05,0,166.2,0.02,0.05,0
8192,2048,float,sum,-1,173.9,0.05,0.09,0,170.2,0.05,0.10,0
16384,4096,float,sum,-1,177.6,0.09,0.18,0,179.1,0.09,0.18,0
32768,8192,float,sum,-1,190.0,0.17,0.34,0,183.7,0.18,0.36,0
65536,16384,float,sum,-1,257.8,0.25,0.51,0,281.7,0.23,0.46,0
131072,32768,float,sum,-1,467.2,0.28,0.56,0,477.8,0.27,0.55,0
262144,65536,float,sum,-1,542.5,0.48,0.96,0,546.0,0.48,0.96,0
524288,131072,float,sum,-1,786.1,0.67,1.33,0,774.1,0.68,1.35,0
1048576,262144,float,sum,-1,804.0,1.30,2.60,0,815.8,1.29,2.56,0
2097152,524288,float,sum,-1,1202.1,1.74,3.48,0,1099.5,1.91,3.80,0
4194304,1048576,float,sum,-1,2124.5,1.97,3.93,0,1898.9,2.21,4.40,0
8388608,2097152,float,sum,-1,2619.7,3.20,6.38,0,2314.8,3.62,7.22,0
16777216,4194304,float,sum,-1,3031.3,5.53,11.03,0,3063.7,5.48,10.91,0
33554432,8388608,float,sum,-1,4148.3,8.09,16.11,0,4399.3,7.63,15.19,0
67108864,16777216,float,sum,-1,5624.1,11.93,23.77,0,5482.9,12.24,24.38,0
134217728,33554432,float,sum,-1,8276.1,16.22,32.31,0,8257.6,16.25,32.38,0
268435456,67108864,float,sum,-1,12830,20.92,41.68,0,13037,20.59,41.02,0
536870912,134217728,float,sum,-1,25164,21.33,42.50,0,25234,21.28,42.38,0
1073741824,268435456,float,sum,-1,34654,30.99,61.73,0,34447,31.17,62.10,0
2147483648,536870912,float,sum,-1,60563,35.46,70.64,0,60587,35.44,70.61,0
